urls,timestamp,record_id,Titles,Host_name,Property_types,Prices_per_night,Check_ins,Check_outs,Cleaning_fees,Location,Ratings,Num_reviews,Dormitorios,Camas,Baños,Maximum_guests
http://www.airbnb.e/room/1197637831227097242?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-24&check_out=2024-11-29&ource_impreion_id=p3_1730223960_P3-U8Cx1AiRKb3EV&previou_page_ection_name=1000&ferated_earch_id=3cd7215a-e721-4878-b3f0-173aec78c2,2024-10-29 21:15:36,1197637831227097242,E epacioE apartamento etá aí formado:⭑Servicio y zona comeLo huépe tendrán  entero apartamento a u competa dipoición.Otro apecto tacabe✓ Aire adicionado✓ Internet✓ Check-in/check-out autónomo✓ Sábana y toaa ✓ 1 minuto  a Ramba✓ 7 minuto  a Catedra✓ 10 minuto  Paça Cataya y Paeig  Gràcia✓ 15 minuto  Paya  a BarconetaNúmero  regitroHUTB-001628, Raffae,"Aojamiento entero: apartamento en Barcona, Epaña",,-   - 15:00,11:00,,"Barcona, Cataya, Epaña",0.0,3.0,1.0,1.0,1.0,2
http://www.airbnb.e/room/1197658127949521687?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-03&check_out=2024-11-08&ource_impreion_id=p3_1730223960_P3_wXWkv5JUS-J&previou_page_ection_name=1000&ferated_earch_id=3cd7215a-e721-4878-b3f0-173aec78c2,2024-10-29 21:15:36,1197658127949521687,Ete anfitrión tiene 16 evauacione  otro . Échae  vitazo, Ahey,"Aojamiento entero: apartamento en Barcona, Epaña",110 €,14:00 - 23:00,10:00,94 €,"Barcona, Cataya, Epaña",0.0,0.0,2.0,3.0,1.0,4
http://www.airbnb.e/room/12634537?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-12-01&check_out=2024-12-06&ource_impreion_id=p3_1730223960_P36Rqb00fSRj1Zf&previou_page_ection_name=1000&ferated_earch_id=3cd7215a-e721-4878-b3f0-173aec78c2,2024-10-29 21:15:36,12634537,"Ete apartamento e encuentra a poco pao  caco antiguo, a oo 5 minuto a pie  a famoa Ramba y  puerto.  E apartamento en í e muy tranquio y iencioo, ya  da a a parte interior  edificio. Perfecto para vover a caa y rajarte. Iamente para viitar a principae atraccione  a ciudad ya   apartamento etá bien comicado  metro, taxi, autobue.E epacioEL APARTAMENTO  icencia oficia: HUTB - 002580Ampio, oeado y cómodo,  epacio abierto y a aa  etar uminoa. Situado en o  o barrio  moda y ocae  Barcona, eno  vida durante  día y a noche. Sin embargo, muy iencioo, ya  e encuentra en  quinto pio rea y no tiene ninga ventana a a cae. E partamento ha ido remoado  muebe freco en enero  2023 Ete apartamento e  ugar perfecto para rajare pué  a jornada activa viitando a ciudad, a terraza privada para rajare.Si buca acción, a oo o pao  edificio, te mezcará  o ugareño y entrará a mejor comida y bebida a precio aequibe. (Pregúntame a dón ir ;)) Pue cubrir fácimente a ciudad a pie  eta ubicación céntrica. Si quiere ir a agún ugar má ejo hay  montón  taxi paando por  apartamento y a etacione  metro Para y Draane etán a oo 5 minuto a pie  a caa.¿Buca a vita inda  a ciudad? A meno  10 minuto caminando, etará en a cima  a montaña  Montjuic  atraccione y, o má importante, ¡a vita competa  a ciudad!HABITACIONESE apartamento etá equipado  cuatro (4) habitacione y do (2)  competo, o  o hace perfecto para pareja, famiia o grupo. *HABITACIÓN 1:  tamaño en y   competo. Cama  160 cm.*HABITACIÓN 2: Cama tamaño en. Cama  160 cm.*HABITACIÓN 3: do   () Cada   90 cm.*HABITACIÓN 4:  dobe - Cama  140cm.  competo para a otra habitacione.Toda a habitacione diponen  u propio armario y aire adicionado y caefacción. LA COCINACocina totamente equipada.*Pato, critaería y cubierto.*Uteniio  cocina.*avavajia;*Horno y microonda*Totadora*Hervidor  AguaSALA Y TERRAZA*Mea para  máximo  8 perona.* Internet inaámbrico (toda a zona  apartamento)*Terraza  mea comedor y zona  chi out.Servicio y zona comeDifruta  toda a zona  apartamento, tendrá acceo a:- Internet inaámbrico- Caefacción y aire adicionado en toda a habitacione. -Lavadora y ecadora- Secador  po- Cocina totamente equipada-Toaa y ábana-Champú, g  ducha y pap higiénico.E edificio cuenta  do acenore ( apartamento etá ubicado en  4to pio)Otro apecto tacabeProhibido fumar (oo en a terraza)  e admiten macota. Si trae a, no du en ponerte en tacto migo  antación.  e permiten fieta ni evento.Vecino muy etricto en cuanto a ruido y fietaNúmero  regitroHUTB-002580", Vaerie,"Aojamiento entero: vivienda en Barcona, Epaña",150 €,-   - 15:00,11:00,130 €,,0.0,0.0,4.0,4.0,2.0,8
http://www.airbnb.e/room/1121943650344876902?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-17&check_out=2024-11-22&ource_impreion_id=p3_1730223960_P3xdvjVcWXmqZKGH&previou_page_ection_name=1000&ferated_earch_id=3cd7215a-e721-4878-b3f0-173aec78c2,2024-10-29 21:15:36,1121943650344876902,"Decubre ete encantador ático  mara,  oai  tranquiidad en  centro  Barcona, ia para pareja  bucan a experiencia única y romántica.Por favor Le Ruego  entiendan y ean tenidamente  ancio, e a humi caita  mara para vivir a experiencia diferente in gran ujo, amá e  5 pio in acenor oo para o ma portita.E epacioLo  te encantará  ete epacio:Rájate en tu jacuzzi  tra  día exporando a ciudad.Difruta  cena a aire ibre  tu barbacoa excuiva en a terraza.Vita impreionante y uz natura  indan  epacio, creando  ambiente acogedor.Ubicado en  ático  tota privacidad, perfecto para ectar y difrutar  momento íntimo.Un dieño origina y cáido  acabado en mara, brindando  to único y acogedor.ta: A  edificio no cuenta  acenor, a ubida te recompena  a erenidad y a vita  ete epacio excepciona.Detae adicionae:Ia para ecapada romántica.A poca ditancia  o principae pto turítico y cuturae  Barcona.Un refugio  paz en  corazón  a ciudad, ia para quiene bucan  equiibrio entre comodidad y privacidad.Servicio y zona comeTodo o epacio, incuyendo  jacuzzi y a barbacoa, on  uo competamente , aegurando tota tranquiidad.Otro apecto tacabe ovi  eta e a caa  mara  todo u encanto y romanticimo... ¡pero también  aga pecuiarida!  te preocupe, no entra agua por  techo cuando ueve, no e ee tipo  caa  mara. Sin embargo, no ja  er a caita  mara,  u encanto.Número  regitroHUTB-289019", David Nicoa,"Minicaa en Barcona, Epaña",110 €,-   - 16:00,11:00,75 €,"Barcona, Cataya, Epaña",0.0,3.0,1.0,1.0,1.0,2
http://www.airbnb.e/room/1258050710501185022?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-23&check_out=2024-11-28&ource_impreion_id=p3_1730223960_P3wV7eyQ1ZnEaxay&previou_page_ection_name=1000&ferated_earch_id=3cd7215a-e721-4878-b3f0-173aec78c2,2024-10-29 21:15:36,1258050710501185022,Ete anfitrión tiene 191 evauacione  otro . Échae  vitazo, Kiko,"Aojamiento entero: apartamento en Barcona, Epaña",75 €,15:00 - 20:00,11:00,80 €,"Barcona, Cataya, Epaña",0.0,0.0,3.0,3.0,1.0,6
http://www.airbnb.e/room/1162260256190344733?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-12-10&check_out=2024-12-15&ource_impreion_id=p3_1730223960_P3JBuP_GFnNNfi&previou_page_ection_name=1000&ferated_earch_id=3cd7215a-e721-4878-b3f0-173aec78c2,2024-10-29 21:15:36,1162260256190344733,Apartamento acogedor recién reformadoNúmero  regitroExempt, Lorenzo And  Critina,"Aojamiento entero: apartamento en Barcona, Epaña",99 €,15:00 - 1:00,11:00,35 €,,0.0,0.0,1.0,1.0,1.0,2
http://www.airbnb.e/room/1239920055875442315?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=2016940308&earch_mo=reguar_earch&check_in=2024-11-25&check_out=2024-11-30&ource_impreion_id=p3_1730223960_P3Idda_zVV0gVaZN&previou_page_ection_name=1000&ferated_earch_id=3cd7215a-e721-4878-b3f0-173aec78c2,2024-10-29 21:15:36,1239920055875442315,"Etamo aquiando a PEQUEÑA HABITACIÓN PRIVADA en Pobe Sec, a poca ditancia a pie : Paza Epaña, Le Eixampe, Paza Catauña, Avenida Parao, etación  metro, autobú y todo  tranporte púbico.E epacioEtamo aquiando a PEQUEÑA HABITACIÓN PRIVADA (a ave  a cerradura  a puerta  tu propia habitación para ti. Hay: toaa  uo gratuito, ropa   y exión wifi gratuita). Compartiendo  apartamento y a área come; cocina,  y tenemo a eñora  a impieza todo o día para a área come. -   E apartamento e comparte  huépe  Airbnb como tú.Servicio y zona comeCocina y Otro apecto tacabeLa entrada e pué  a 15:00hr. NO hay check-in pué  a 24 hora/00 hora      - Tarifa extra  20 euro por egada pué  a 20 hora.    La aida e reaizará ante  a 11:00 a. m.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    – aida pué  a hora etabecida in permio/in aurthorized... recargo  30 hora por cada hora  pué  a 11: 00 hora.  --  Neceitamo ver   nombre y  número  intificación o paaporte  a perona  reaiza  check-in.            -- para a impieza,  aneamiento, a higina y o guto peronae: in aceite para cocinar, in a, in pimienta(no proporciono eto artícuo) -- o huépe NO regitrado ben er aprobación previa....30 € cargo diario adiciona por cada huéped NO regitrado EN LA reerva ..TODAS LAS PERSONAS EN EL APARTAMENTO; DEBEN etar EN LA RESERVA.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            - NO e admiten biciceta, cooter -3 panta in acenor(in acenor)- todo o huépe ben er mayore  18 año.Tarifa  60 euro  cargo adiciona diario por cuaquier macota acompañante en  apartamento.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -- Eperamo  no ayu a impiar o  enucie. Eto incuye impiar y guardar o pato y uteniio  cocina.  -Todo o daño a a propiedad ben er reportado a nootro...    -- e cobrarán 20 € por a ábana o toaa manchada. La toaa on para uo oo ntro  apartamento.                                                                                                                                                                                                                                                                   -- Recoger o  enucie en zona come e importante. -- tiempo  iencio pué  a 22:00h o 22:00h, (NO múica ni ruido fuerte)...hacer fieta durante ete tiempo...a reerva a cancará y tendrá  air  a habitación o apartamento in ningún reemboo. -- En cao  perr a ave ... hay  pagar 70 €                                                     --  e puen uar fieta, droga ni acoho ntro  a habitacione ni  apartamento. - etá prohibido fumar ntro  a habitación o apartamento..(be tener  pagar 70 €.. impieza epecia) --E apartamento y a habitacione etán en buen etado...(uce, todo o muebe, ectrodomético, cerradura y ave  a puerta) y cumpen  todo o requiito  orn y impieza para a vivencia taada en o ancio y epecificacione  a normativa  Airbnb. --Para garantizar a pena eguridad  a pertenencia  nuetro huépe, no guta mantener a puerta  apartamento cerrada como medida  precaución. Siendo Barcona a  a zona má egura  Epaña, remo aegurarno   a etancia  cada huéped eté ibre  probema, y eto e oo a coa peña y encia  pomo hacer para garantizaro. CONFIRMANDO LA RESERVA ACEPTAS TODAS LAS REGLAS DE LA CASA (incumpir a rega, a reerva e cancará y tiene  air  a habitación o apartamento in ningún reemboo)......GRACIASNúmero  regitroHUTB-102371",Jeu Maximiiano,"Habitación en Barcona, Epaña",63 €,15:00 - 20:00,10:00,,"Barcona, Cataya, Epaña",0.0,0.0,0.0,1.0,0.5,2
http://www.airbnb.e/room/545602057442226577?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1559365984&earch_mo=reguar_earch&check_in=2024-12-07&check_out=2024-12-12&ource_impreion_id=p3_1730223960_P38PJ9tJJ7dI4oE&previou_page_ection_name=1000&ferated_earch_id=3cd7215a-e721-4878-b3f0-173aec78c2,2024-10-29 21:15:36,545602057442226577,"Acogedora habitación privada en  centro  Barcona, barrio  Pobe Sec a tre minuto a pié  a etación  metro Para.,Ficuar  Montjuic y red  autobue urbano .Perfecta ubicación para ir hacia cuaquier zona  Barcona Zona  ocio  teatro,aa  fieta,bingo,bare y retaurante don por gutar tapa y patio y difrutar   merecido rax.E epacioLa habitación e encuentra en    Se trata  a etancia Acogedora  cerradura  e compone  a  , armario para guardar a ropa, meita  noche,mea ecritorio  todo o tae para por trabajar,etación  carga  entrada ub y enchufe,ia ergonómica y tv.Servicio y zona comeHabitación LavaboDurante tu etanciaLo huépe e puen poner en tacto migo a travé  amada,correo ectrónico y mOtro apecto tacabeLa ubicación en a  e encuentra a vivienda no permite por viitar tanto a Ramba,como  Puerto  Barcona, CC Maremágnum,La Fira  Paza d'Epaña y a montaña  Montjuic a tan óo 10 minuto a pié. Cómo también e pue viitar a paya  a Barconeta,  Barrio Gótico, Paza  Cataya... entre otro mucho ugare má.Número  regitroExempt",Magdaena,"Habitación en Barcona, Epaña",50 €,15:00 - 0:00,12:00,43 €,"Barcona, Cataya, Epaña",0.0,0.0,0.0,1.0,0.5,1
http://www.airbnb.e/room/1218645303173234166?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1971156620&earch_mo=reguar_earch&check_in=2025-01-07&check_out=2025-01-12&ource_impreion_id=p3_1730223969_P3cCZuKKQgnLm32_&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1218645303173234166,Difruta  a habitación  cerca a a agrada famiia (5 minuto caminando).En   don etá a habitación e  epacio tranquio e ia para canar.Número  regitroExempt, Gia,"Habitación en Barcona, Epaña",40 €,N-N,NaN,34 €,"Barcona, Cataya, Epaña",0.0,0.0,0.0,1.0,0.5,1
http://www.airbnb.e/room/1197637831227097242?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-24&check_out=2024-11-29&ource_impreion_id=p3_1730223969_P3oUcqPxrhaOiiO&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1197637831227097242,E epacioE apartamento etá aí formado:⭑Servicio y zona comeLo huépe tendrán  entero apartamento a u competa dipoición.Otro apecto tacabe✓ Aire adicionado✓ Internet✓ Check-in/check-out autónomo✓ Sábana y toaa ✓ 1 minuto  a Ramba✓ 7 minuto  a Catedra✓ 10 minuto  Paça Cataya y Paeig  Gràcia✓ 15 minuto  Paya  a BarconetaNúmero  regitroHUTB-001628, Raffae,"Aojamiento entero: apartamento en Barcona, Epaña",,-   - 15:00,11:00,,"Barcona, Cataya, Epaña",0.0,3.0,1.0,1.0,1.0,2
http://www.airbnb.e/room/41616877?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=1877804377&earch_mo=reguar_earch&check_in=2024-11-19&check_out=2024-11-24&ource_impreion_id=p3_1730223969_P3COFy_BHwnJYATQ&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,41616877,"E toda a zona privada  a  dobe.También tiene  comedor uminoo y ,  a gran ventana.  (fuera  a habitación).Acceo a a cocina competa.Número  regitroExempt",Joe David,"Habitación en Barcona, Epaña",40 €,15:00 - 22:00,10:00,15 €,"Barcona, Cataya, Epaña",0.0,27.0,0.0,1.0,0.0,2
http://www.airbnb.e/room/1202828460995202150?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-12-08&check_out=2024-12-13&ource_impreion_id=p3_1730223969_P3GIWKMe7yc6gM9&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1202828460995202150,"Situado en peno Barrio Gótico, en  corazón  Barcona. A ado  Mercado  Santa Caterina, a Catedra y  Born. A do cae  Paau  a Múica Cataana (a  a principae aa  cierto  mdo) y muy cercano a Paza Cataya, a a zona comerciae  Barcona (Ramba, Paeo  Gracia, Porta Ferria, Porta  ’Ang) y a do pao  a igeia  Santa María  Mar. Lic. Prov. egún ent. 129/2024  16/04/24 exp. Ajtament 01-IU2019-2373> Pio 3º 1ªE epacioApartamento exterior 54 m² en edificio rehabiitado en 2010 (competamente nuevo),  acenor, en c/ Sant Pere Mé Baix - Ciutat Va. Totamente amuebado: ectrodomético (avadora, nevera, horno, microonda, totadora, hervidor éctrico, ecador  po, pancha), enere cocina, vajia y cubertería, ropa  hogar (manta, toaa, ábana). Conta : • 1       150 cm. • 1       135 cm. • 1   ducha • aón comedor  cocina americana • caefacción  • Ventiadore en a habitacione. 01-IU2019-2375  - Licencia proviiona  1_2019_0519213_1 / 18_9_2019 / Ajtament  Barcona  formidad  a entencia núm. 129/2024  16  abri dictada por  Juzgado  o Contencioo-Adminitrativo núm. 16  Barcona y  formidad  a circuar interpretativa  12  marzo  2014  a Generaitat  Cataya (pio 3º-1ª)Número  regitroHUTB-000000", Critian,"Aojamiento entero: apartamento en Barcona, Epaña",80 €,-   - 15:00,11:00,45 €,"Barcona, Cataya, Epaña",0.0,4.0,2.0,2.0,1.0,4
http://www.airbnb.e/room/1260094358313659968?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-04&check_out=2024-11-09&ource_impreion_id=p3_1730223969_P3ynUD6-xt3J0Q4U&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1260094358313659968,"Me encanta viajar, com y ocer ugare y perona. Soy muy trabajadora, tengo 3 hijo y a pear  er joven ya tengo 2 nieto.", Diana Maria,"Aojamiento entero: oft en Barcona, Epaña",73 €,15:00 - 22:00,11:00,28 €,"Barcona, Cataya, Epaña",0.0,0.0,1.0,2.0,1.0,3
http://www.airbnb.e/room/22991302?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-12-01&check_out=2024-12-06&ource_impreion_id=p3_1730223969_P3ZXTxpiC_MoNCt&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,22991302,"Ia para famiia o pareja. Apartamento     capacidad máxima 4 perona, a minuto  Paza Catauña&Born. Ubicación ia, minuto   a Sagrada Famiia. E apartamento dipone  1 habitación (  /o do  ) + ofá  dobe en aón, cocina y . Pue caminar a o principae ugare turítico. Mueo Picao, Arco  Trifo, par  a Ciutaa. Poibiidad  parking en  edificio y fáci check in  cerradura intigenteE epacioApartamento ia  1   capacidad para 2-4 perona, en  centro  a ciudad  Barcona. E etudio tiene a  dobe o 2  ma ofa  en  comedor, cocina competamente equipado y . Etá en a zona muy bonita, cerca  Born, pue caminar a o principae ugare turítico. E Mueo Picao, Arc  Triomf,  par  a Ciutaa etán muy cerca  apartamento. Camino fáci a a igeia  La Sagrada Famiia o a Port Oímpic (vida nocturna y bueno retaurante  marico).Hay  etacionamiento en  edificio por  precio extra  20 € / por noche. Do parada  metro muy cerca: ínea roja L1 Arc  Triomf y ínea púrpura L2 Tetuán. A ado  varia parada  autobú y a Gran Vía.Número  regitroHUTB-001930", Georgina,"Aojamiento entero: apartamento en Barcona, Epaña",108 €,-   - 15:00,11:00,25 €,"Barcona, Cataya, Epaña",0.0,448.0,1.0,3.0,1.0,4
http://www.airbnb.e/room/979073?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-12-01&check_out=2024-12-06&ource_impreion_id=p3_1730223969_P3UDDz1tuBrEh2Yx&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,979073,"- Pio iencioo entre  barrio  Gracia y a Sagrada Famiia.- Muy buena opción para famiia: mucho upermercado en a zona, tienda, par infantie púbico, mercado  aimento freco a poco pao...- ¡2 ínea  metro cerca  apartamento!- ¡Regitro autónomo! ¡Pue abrir a puerta  tu téfono intigente!- ¡Soo utiizamo ectricidad procente  fuente  energía renovabe!- Vocidad WiFi: ¡300 MB por egdo!- ¡Aire adicionado!.Nº reg.: HUTB005487E epacioPio en peno centro  Barcona, en  barrio  Gracia, recién reformado. A diez minuto andando  a Sagrada Famiia y a 15 minuto andando  Paeo  Gracia, ambo etán a 1 km  ditancia.E partamento etá en  egdo pio y tiene dobe vita. En  oar exterior verá  paio muy tranquio y iencioo. Por cierto, a cae tan iencioa como eta e muy inguar en Gracia, ¡pero e aí! Y podrá experimentaro. En  interior difrutará  patio , muy típico  a arquitectura barconea.La caa fue truida a principio  SXX. Tiene techo  ecayoa, o  ervan  uo  badoa hidráuica originae y ago muebe on  principio  o año 40.Servicio y zona comeCapacidad para 4 perona: do en habitación dobe, y do en otra habitación, má peña y   (ia para niño).E apartamento ofrece a iguiente comodida y ervicio:• 2 , o   dobe y otro   a . Ia para famiia.• Saón  ofá y mea  ia para 4 perona.• Un etudio  ecritorio y ia.•  hay acenor• 1   ducha• Una cocina bien equipada (nevera, gador, cafetera)• TV LED  exión vía atéite• Internet WI-FI•  Secador  po•  Pancha y taba  panchar• Toaa y ropa   incuida.Otro apecto tacabeHUTB-005487Número  regitroHUTB005487", Roberto,"Aojamiento entero: apartamento en Barcona, Epaña",,-   - 15:00,12:00,,,0.0,384.0,2.0,3.0,1.0,4
http://www.airbnb.e/room/24343358?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-11-30&check_out=2024-12-05&ource_impreion_id=p3_1730223969_P3e8atwVSCwpEe2&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,24343358,"Si buca a egancia eterna en  corazón  caco antiguo  Barcona, acaba  entrara. Eta egante habitación dobe  bacón e encuentra en  edificio mornita  finae  igo XIX. Etará muy cerca  mucha  a atraccione má popuare  Barcona, y  vecindario etá eno  bare  moda, retaurante tradicionae y tiendaE epacioLa habitación Dobe/Twin, totamente renovada en  Som Nit Triomf, e egancia obria en u máxima expreión. Un dieño minimaita  pare encaada y muebe  mediado  igo  cobran vida  o coorido azuejo  pio y a puerta  mara originae  ducen a  bacón   da a exterior. Exiten toda a intaacione  eperaría   hot morno: SmartTV, WiFi gratuito, aire adicionado/caefacción y caja fuerte en a habitación. E  incuye a ducha morna y artícuo  aeo gratuito. La habitacione diponen  1    o 2  , ujeto a diponibiidad. La habitacione diponen  bacón o terraza, ujeto a diponibiidad. Tamaño  a habitacione 12 m². A a egada, o huépe ben preentar  paaporte/documento  intidad váido emitido por  gobierno y a tarjeta  crédito/débito o póito en efectivo, como garantía, para cubrir poibe cargo adicionae. E impueto micipa (taa turítica) e paga a a egada. Lo huépe ben reaizar  regitro  entrada y recoger a ave en a recepción (4ª panta  mimo edificio don e encuentran a habitacione).Número  regitroHB-003657", Som Nit Triomf,"Habitación en hota en BARCELONA, Epaña",97 €,15:00 - 23:00,11:00,,,0.0,1202.0,1.0,0.0,1.0,2
http://www.airbnb.e/room/2373057?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-12-01&check_out=2024-12-06&ource_impreion_id=p3_1730223969_P3Yp3EMQzShpVKtk&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,2373057,"HUTB008763 -Acogedor apartamento en peno centro  Barcona, comodíimo. Con pita  teni y baonceto. Dipone   dobe 1.60x2.00 y ofa  1.40x2.00. Tranquio, in ruido y en zona muy centrica y egura. Finca eñoria  ampio acenor.E epacioAcogedor apartamento en peno centro  Barcona, comodíimo. Dipone   dobe 1.60 y ofá  1.40. La cocina eta totamente equipada  frigorífico, paca  inducción, microonda, cafetera, totador  pan, etc. Cuarto    bañera. Tranquio, in ruido y en zona muy céntrica y egura. Finca eñoria  ampio acenor. Eta ubicado jto a Cae Urg y Avda. Roma, muy cerca  Etación  Sant, y Gran Vía y perfectamente comicado por tranporte púbico para viitar cuaquier pto  Barcona, tanto en Autobu como Metro inea 1 y 5. Rajate paeando por  Eixampe, te orprenrán a cada pao a edificacione mornita  tanto intifican a nuetra ciudad, y podrá mezcarte en a vida diaria  Barcona, virtiendo tu etancia en a agradabe experiencia.A ado  apartamento tiene todo tipo  comercio, bare, retaurante, upermercado, aquier  bici, aquier  moto, a excente tienda  pato precocinado o  Mercado  Ninot don  entrara todo tipo  producto freco.De  Aeropuerto, a exión e perfecta. Pue venir en tren hata Etacion  Sant, o en Aerobú  te ja en Gran Via -Urg, a 4 cae caminando hata  apartamento.Mi objetivo e  te ienta a guto en Barcona, y obre todo   apartamento ea para tí  rajante refugio.Otro apecto tacabeTaa turítica  Barcona no incuida en  precio. Se cobrará en  momento  hacer  check-in en  apartamento  5€ por perona y noche (máximo 7 noche, menore  17 año exento  pago)Número  regitroHUTB-008763", Ange,"Aojamiento entero: apartamento en Barcona, Epaña",100 €,-   - 16:00,11:00,60 €,,0.0,0.0,1.0,2.0,1.0,3
http://www.airbnb.e/room/1162260256190344733?adut=1&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&earch_mo=reguar_earch&check_in=2024-12-10&check_out=2024-12-15&ource_impreion_id=p3_1730223969_P3ty87NSZ8eNSk6-&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1162260256190344733,Apartamento acogedor recién reformadoNúmero  regitroExempt, Lorenzo And  Critina,"Aojamiento entero: apartamento en Barcona, Epaña",99 €,15:00 - 1:00,11:00,35 €,,0.0,0.0,1.0,1.0,1.0,2
http://www.airbnb.e/room/1258528215038263464?adut=1&category_tag=Tag%3A8678&chidren=0&enabe_m3_private_room=true&infant=0&pet=0&photo_id=2004515009&earch_mo=reguar_earch&check_in=2024-11-05&check_out=2024-11-10&ource_impreion_id=p3_1730223969_P3VnB-uXGyQ3PSxp&previou_page_ection_name=1000&ferated_earch_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1258528215038263464,Ete anfitrión tiene 93 evauacione  otro . Échae  vitazo,Kritina,"Habitación en Barcona, Epaña",42 €,16:00 - 20:00,11:00,20 €,"Barcona, Cataya, Epaña",0.0,0.0,0.0,1.0,0.5,1
