urls,timestamp,record_id,Titles,Host_name,Property_types,Prices_per_night,Check_ins,Check_outs,Cleaning_fees,Location,Ratings,Num_reviews,Viajeros,Dormitorios,Camas,Baños,Maximum_guests,Otros
https://www.airbnb.es/rooms/1197637831227097242?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730223960_P3-U8Cx1AiRKb3EV&previous_page_section_name=1000&federated_search_id=3cd7215a-e721-4878-b3f0-173adeec78c2,2024-10-29 21:15:36,1197637831227097242,El espacioEl apartamento está así formado:⭑Servicios y zonas comunesLos huéspedes tendrán el entero apartamento a su completa disposición.Otros aspectos destacables✓ Aire acondicionado✓ Internet✓ Check-in/check-out autónomos✓ Sábanas y toallas ✓ 1 minuto de la Rambla✓ 7 minutos de la Catedral✓ 10 minutos de Plaça Catalunya y Passeig de Gràcia✓ 15 minutos de Playa de la BarcelonetaNúmero de registroHUTB-001628,Anfitrión: Raffaele,"Alojamiento entero: apartamento en Barcelona, España",,Llegada a partir de las 15:00,Salida antes de las 11:00,,"Barcelona, Catalunya, España","5,0",3,2 viajeros,1 dormitorio,1 cama,1 baño,2,
https://www.airbnb.es/rooms/1197658127949521687?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-03&check_out=2024-11-08&source_impression_id=p3_1730223960_P3_wXsWkv5JUlS-J&previous_page_section_name=1000&federated_search_id=3cd7215a-e721-4878-b3f0-173adeec78c2,2024-10-29 21:15:36,1197658127949521687,Este anfitrión tiene 16 evaluaciones de otros alojamientos. Échales un vistazo,Anfitrión: Ashley,"Alojamiento entero: apartamento en Barcelona, España",110 €,Horario de llegada: de 14:00 a 23:00,Salida antes de las 10:00,94 €,"Barcelona, Catalunya, España",Sin evaluaciones,,4 viajeros,2 dormitorios,3 camas,1 baño,4,
https://www.airbnb.es/rooms/12634537?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-01&check_out=2024-12-06&source_impression_id=p3_1730223960_P36Rlqb00fSRj1Zf&previous_page_section_name=1000&federated_search_id=3cd7215a-e721-4878-b3f0-173adeec78c2,2024-10-29 21:15:36,12634537,"Este apartamento se encuentra a pocos pasos del casco antiguo, a solo 5 minutos a pie de las famosas Ramblas y del puerto.  El apartamento en sí es muy tranquilo y silencioso, ya que da a la parte interior del edificio. Perfecto para volver a casa y relajarte. Idealmente para visitar las principales atracciones de la ciudad ya que el apartamento está bien comunicado con metro, taxis, autobuses.El espacioEL APARTAMENTO con licencia oficial: HUTB - 002580Amplio, soleado y cómodo, con espacios abiertos y una sala de estar luminosa. Situado en uno de los barrios de moda y locales de Barcelona, lleno de vida durante el día y la noche. Sin embargo, muy silencioso, ya que se encuentra en un quinto piso real y no tiene ninguna ventana a las calles. El departamento ha sido remodelado con muebles frescos en enero de 2023 Este apartamento es el lugar perfecto para relajarse después de una jornada activa visitando la ciudad, una terraza privada para relajarse.Si buscas acción, a solo unos pasos del edificio, te mezclarás con los lugareños y encontrarás la mejor comida y bebida a precios asequibles. (Pregúntame a dónde ir ;)) Puedes descubrir fácilmente la ciudad a pie desde esta ubicación céntrica. Si quieres ir a algún lugar más lejos hay un montón de taxis pasando por el apartamento y las estaciones de metro Parallel y Drassanes están a solo 5 minutos a pie de la casa.¿Buscas una vista linda de la ciudad? A menos de 10 minutos caminando, estarás en la cima de la montaña de Montjuic con atracciones y, lo más importante, ¡una vista completa de la ciudad!HABITACIONESEl apartamento está equipado con cuatro (4) habitaciones y dos (2) baños completos, lo que lo hace perfecto para parejas, familias o grupos. *HABITACIÓN 1: cama tamaño queen y baño privado completo. Cama de 160 cm.*HABITACIÓN 2: Cama tamaño queen. Cama de 160 cm.*HABITACIÓN 3: dos camas individuales (litera) Cada cama de 90 cm.*HABITACIÓN 4: cama doble - Cama de 140cm. Baño completo para las otras habitaciones.Todas las habitaciones disponen de su propio armario y aire acondicionado y calefacción. LA COCINACocina totalmente equipada.*Platos, cristalería y cubiertos.*Utensilios de cocina.*lavavajillas;*Horno y microondas*Tostadora*Hervidor de AguaSALA Y TERRAZA*Mesa para un máximo de 8 personas.* Internet inalámbrico (todas las zonas del apartamento)*Terraza con mesa comedor y zona de chill out.Servicios y zonas comunesDisfruta de todas las zonas del apartamento, tendrás acceso a:- Internet inalámbrico- Calefacción y aire acondicionado en todas las habitaciones. -Lavadora y secadora- Secador de pelo- Cocina totalmente equipada-Toallas y sábanas-Champú, gel de ducha y papel higiénico.El edificio cuenta con dos ascensores (el apartamento está ubicado en el 4to piso)Otros aspectos destacablesProhibido fumar (solo en la terraza) No se admiten mascotas. Si traes una, no dudes en ponerte en contacto conmigo con antelación. No se permiten fiestas ni eventos.Vecinos muy estrictos en cuanto a ruido y fiestasNúmero de registroHUTB-002580",Anfitrión: Valerie,"Alojamiento entero: vivienda en Barcelona, España",150 €,Llegada a partir de las 15:00,Salida antes de las 11:00,130 €,,"4,74",,8 viajeros,4 dormitorios,4 camas,2 baños,8,
https://www.airbnb.es/rooms/1121943650344876902?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730223960_P3xdvjVcWXmqZKGH&previous_page_section_name=1000&federated_search_id=3cd7215a-e721-4878-b3f0-173adeec78c2,2024-10-29 21:15:36,1121943650344876902,"Descubre este encantador ático de madera, un oasis de tranquilidad en el centro de Barcelona, ideal para parejas que buscan una experiencia única y romántica.Por favor Les Ruego que entiendan y lean detenidamente el anuncio, es una humilde casita de madera para vivir una experiencia diferente sin grandes lujos, además es un 5 piso sin ascensor solo para los mas deportistas.El espacioLo que te encantará de este espacio:Relájate en tu jacuzzi privado tras un día explorando la ciudad.Disfruta de cenas al aire libre con tu barbacoa exclusiva en la terraza.Vistas impresionantes y luz natural que inundan el espacio, creando un ambiente acogedor.Ubicado en un ático con total privacidad, perfecto para desconectar y disfrutar de momentos íntimos.Un diseño original y cálido con acabados en madera, brindando un toque único y acogedor.Nota: Aunque el edificio no cuenta con ascensor, la subida te recompensa con la serenidad y las vistas de este espacio excepcional.Detalles adicionales:Ideal para escapadas románticas.A poca distancia de los principales puntos turísticos y culturales de Barcelona.Un refugio de paz en el corazón de la ciudad, ideal para quienes buscan un equilibrio entre comodidad y privacidad.Servicios y zonas comunesTodos los espacios, incluyendo el jacuzzi y la barbacoa, son de uso completamente privado, asegurando total tranquilidad.Otros aspectos destacablesNo olvides que esta es una casa de madera con todo su encanto y romanticismo... ¡pero también con algunas peculiaridades! No te preocupes, no entra agua por el techo cuando llueve, no es ese tipo de casa de madera. Sin embargo, no deja de ser una casita de madera, con sus encantos.Número de registroHUTB-289019",Anfitrión: David Nicolas,"Minicasa en Barcelona, España",110 €,Llegada a partir de las 16:00,Salida antes de las 11:00,75 €,"Barcelona, Catalunya, España","5,0",3,2 viajeros,1 dormitorio,1 cama,1 baño,2,
https://www.airbnb.es/rooms/1258050710501185022?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-23&check_out=2024-11-28&source_impression_id=p3_1730223960_P3wV7eyQ1ZnEaxay&previous_page_section_name=1000&federated_search_id=3cd7215a-e721-4878-b3f0-173adeec78c2,2024-10-29 21:15:36,1258050710501185022,Este anfitrión tiene 191 evaluaciones de otros alojamientos. Échales un vistazo,Anfitrión: Kiko,"Alojamiento entero: apartamento en Barcelona, España",75 €,Horario de llegada: de 15:00 a 20:00,Salida antes de las 11:00,80 €,"Barcelona, Catalunya, España",Nuevo,,6 viajeros,3 dormitorios,3 camas,1 baño,6,
https://www.airbnb.es/rooms/1162260256190344733?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-10&check_out=2024-12-15&source_impression_id=p3_1730223960_P3JBulP_GFnsNNfi&previous_page_section_name=1000&federated_search_id=3cd7215a-e721-4878-b3f0-173adeec78c2,2024-10-29 21:15:36,1162260256190344733,Apartamento acogedor recién reformadoNúmero de registroExempt,Anfitrión: Lorenzo And  Cristina,"Alojamiento entero: apartamento en Barcelona, España",99 €,Horario de llegada: de 15:00 a 1:00,Salida antes de las 11:00,35 €,,Nuevo,,2 viajeros,1 dormitorio,1 cama,1 baño,2,
https://www.airbnb.es/rooms/1239920055875442315?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2016940308&search_mode=regular_search&check_in=2024-11-25&check_out=2024-11-30&source_impression_id=p3_1730223960_P3Idda_zVV0gVaZN&previous_page_section_name=1000&federated_search_id=3cd7215a-e721-4878-b3f0-173adeec78c2,2024-10-29 21:15:36,1239920055875442315,"Estamos alquilando una PEQUEÑA HABITACIÓN PRIVADA en Poble Sec, a poca distancia a pie de: Plaza España, Le Eixample, Plaza Cataluña, Avenida Paralelo, estación de metro, autobús y todo el transporte público.El espacioEstamos alquilando una PEQUEÑA HABITACIÓN PRIVADA (las llaves de la cerradura de la puerta de tu propia habitación para ti. Hay: toallas de uso gratuito, ropa de cama y conexión wifi gratuita). Compartiendo el apartamento y las áreas comunes; cocina, baño y tenemos una señora de la limpieza todos los días para las áreas comunes. -   El apartamento se comparte con huéspedes de Airbnb como tú.Servicios y zonas comunesCocina y bañoOtros aspectos destacablesLa entrada es después de las 15:00hrs. NO hay check-in después de las 24 horas/00 horas      - Tarifa extra de 20 euros por llegada después de las 20 horas.    La salida se realizará antes de las 11:00 a. m.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    – salida después de la hora establecida sin permiso/sin aurthorized... recargo de 30 horas por cada hora  después de las 11: 00 horas.  --  Necesitamos ver  el nombre y el número de identificación o pasaporte de la persona que realiza el check-in.            -- para la limpieza, el saneamiento, la higina y los gustos personales: sin aceite para cocinar, sin sal, sin pimienta(no proporciono estos artículos) -- los huéspedes NO registrados deben ser aprobación previa....30 € cargo diario adicional por cada huésped NO registrado EN LA reserva ..TODAS LAS PERSONAS EN EL APARTAMENTO; DEBEN estar EN LA RESERVA.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            - NO se admiten bicicletas, scooters -3 planta sin ascensor(sin ascensor)- todos los huéspedes deben ser mayores de 18 años.Tarifa de 60 euros con cargo adicional diario por cualquier mascota acompañante en el apartamento.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -- Esperamos que nos ayudes a limpiar lo que ensucies. Esto incluye limpiar y guardar los platos y utensilios de cocina.  -Todos los daños a la propiedad deben ser reportados a nosotros...    --Nos se cobrarán 20 € por las sábanas o toallas manchadas. Las toallas son para uso solo dentro del apartamento.                                                                                                                                                                                                                                                                   -- Recoger lo que ensucies en zonas comunes es importante. -- tiempo de silencio después de las 22:00h o 22:00h, (NO música ni ruidos fuertes)...hacer fiestas durante este tiempo...la reserva la cancelará y tendrás que salir de la habitación o apartamento sin ningún reembolso. -- En caso de perder las llaves ... hay que pagar 70 €                                                     -- No se pueden usar fiestas, drogas ni alcohol dentro de las habitaciones ni del apartamento. - está prohibido fumar dentro de la habitación o apartamento..(debes tener que pagar 70 €.. limpieza especial) --El apartamento y las habitaciones están en buen estado...(luces, todos los muebles, electrodomésticos, cerraduras y llaves de las puertas) y cumplen con todos los requisitos de orden y limpieza para una convivencia detallada en los anuncios y especificaciones de la normativa de Airbnb. --Para garantizar la plena seguridad de las pertenencias de nuestros huéspedes, nos gusta mantener las puertas del apartamento cerradas como medida de precaución. Siendo Barcelona una de las zonas más seguras de España, queremos asegurarnos de que la estancia de cada huésped esté libre de problemas, y esto es solo una cosa pequeña y sencilla que podemos hacer para garantizarlo. CONFIRMANDO LA RESERVA ACEPTAS TODAS LAS REGLAS DE LA CASA (incumplir las reglas, la reserva se cancelará y tienes que salir de la habitación o apartamento sin ningún reembolso)......GRACIASNúmero de registroHUTB-102371",Quédate con Jesus Maximiliano,"Habitación en Barcelona, España",63 €,Horario de llegada: de 15:00 a 20:00,Salida antes de las 10:00,,"Barcelona, Catalunya, España",Nuevo,,,,1 cama de matrimonio,Baño compartido,2,
https://www.airbnb.es/rooms/545602057442226577?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1559365984&search_mode=regular_search&check_in=2024-12-07&check_out=2024-12-12&source_impression_id=p3_1730223960_P38PJ9tJJ7dI4oEl&previous_page_section_name=1000&federated_search_id=3cd7215a-e721-4878-b3f0-173adeec78c2,2024-10-29 21:15:36,545602057442226577,"Acogedora habitación privada en el centro de Barcelona, barrio del Poble Sec a tres minutos a pié de la estación de metro Paral.el,Funicular de Montjuic y red de autobuses urbanos .Perfecta ubicación para ir hacia cualquier zona de Barcelona Zona de ocio con teatros,salas de fiesta,bingos,bares y restaurantes donde poder degustar tapas y platillos y disfrutar de un merecido relax.El espacioLa habitación se encuentra en un alojamiento privado Se trata de una estancia Acogedora con cerradura que se compone de una cama individual, armario para guardar la ropa, mesita de noche,mesa escritorio con todos los detalles para poder trabajar,estación de carga con entradas usb y enchufes,silla ergonómica y tv.Servicios y zonas comunesHabitación BañoLavaboDurante tu estanciaLos huéspedes se pueden poner en contacto conmigo a través de llamada,correo electrónico y smsOtros aspectos destacablesLa ubicación en la que se encuentra la vivienda nos permite poder visitar tanto la Ramblas,como el Puerto de Barcelona,el CC Maremágnum,La Fira de Plaza d'España y la montaña de Montjuic a tan sólo 10 minutos a pié. Cómo también se puede visitar la playa de la Barceloneta, el Barrio Gótico, Plaza de Catalunya... entre otros muchos lugares más.Número de registroExempt",Quédate con Magdalena,"Habitación en Barcelona, España",50 €,Horario de llegada: de 15:00 a 0:00,Salida antes de las 12:00,43 €,"Barcelona, Catalunya, España","4,91",,,,1 cama,Baño compartido,1,
https://www.airbnb.es/rooms/1218645303173234166?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1971156620&search_mode=regular_search&check_in=2025-01-07&check_out=2025-01-12&source_impression_id=p3_1730223969_P3cCZuKKQgnLm32_&previous_page_section_name=1000&federated_search_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1218645303173234166,Disfruta de una habitación individual cerca a la sagrada familia (5 minutos caminando).En el alojamiento donde está la habitación es un espacio tranquilo e ideal para descansar.Número de registroExempt,Anfitrión: Gia,"Habitación en Barcelona, España",40 €,Llegada a partir de las 13:00,Salida antes de las 11:00,34 €,"Barcelona, Catalunya, España","4,93",,,,1 cama individual,Baño compartido,1,
https://www.airbnb.es/rooms/1197637831227097242?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730223969_P3oUcqPxlrhaOiiO&previous_page_section_name=1000&federated_search_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1197637831227097242,El espacioEl apartamento está así formado:⭑Servicios y zonas comunesLos huéspedes tendrán el entero apartamento a su completa disposición.Otros aspectos destacables✓ Aire acondicionado✓ Internet✓ Check-in/check-out autónomos✓ Sábanas y toallas ✓ 1 minuto de la Rambla✓ 7 minutos de la Catedral✓ 10 minutos de Plaça Catalunya y Passeig de Gràcia✓ 15 minutos de Playa de la BarcelonetaNúmero de registroHUTB-001628,Anfitrión: Raffaele,"Alojamiento entero: apartamento en Barcelona, España",,Llegada a partir de las 15:00,Salida antes de las 11:00,,"Barcelona, Catalunya, España","5,0",3,2 viajeros,1 dormitorio,1 cama,1 baño,2,
https://www.airbnb.es/rooms/41616877?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1877804377&search_mode=regular_search&check_in=2024-11-19&check_out=2024-11-24&source_impression_id=p3_1730223969_P3COFy_BHwnJYATQ&previous_page_section_name=1000&federated_search_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,41616877,"Es toda una zona privada con una cama doble.También tienes un comedor luminoso y privado, con una gran ventana.Baño privado (fuera de la habitación).Acceso a una cocina completa.Número de registroExempt",Quédate con Jose David,"Habitación en Barcelona, España",40 €,Horario de llegada: de 15:00 a 22:00,Salida antes de las 10:00,15 €,"Barcelona, Catalunya, España","4,67",27,,,1 cama de matrimonio,Baño privado en el alojamiento,2,
https://www.airbnb.es/rooms/1202828460995202150?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-08&check_out=2024-12-13&source_impression_id=p3_1730223969_P3GIWKMe7ycl6gM9&previous_page_section_name=1000&federated_search_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1202828460995202150,"Situado en pleno Barrio Gótico, en el corazón de Barcelona. Al lado del Mercado de Santa Caterina, la Catedral y el Born. A dos calles del Palau de la Música Catalana (una de las principales salas de conciertos del mundo) y muy cercano a Plaza Catalunya, a las zonas comerciales de Barcelona (Ramblas, Paseo de Gracia, Porta Ferrisa, Portal de l’Angel) y a dos pasos de la iglesia de Santa María del Mar. Lic. Prov. según sent. 129/2024 de 16/04/24 exp. Ajuntament 01-IU2019-2373> Piso 3º 1ªEl espacioApartamento exterior 54 m² en edificio rehabilitado en 2010 (completamente nuevo), con ascensor, en c/ Sant Pere Més Baix - Ciutat Vella. Totalmente amueblado: electrodomésticos (lavadora, nevera, horno, microondas, tostadora, hervidor eléctrico, secador de pelo, plancha), enseres cocina, vajilla y cubertería, ropa de hogar (mantas, toallas, sábanas). Consta de: • 1 dormitorio con cama de matrimonio de 150 cm. • 1 dormitorio con cama de matrimonio de 135 cm. • 1 baño con ducha • salón comedor con cocina americana • calefacción  • Ventiladores en las habitaciones. 01-IU2019-2375  - Licencia provisional  1_2019_0519213_1 / 18_9_2019 / Ajuntament de Barcelona de conformidad con la sentencia núm. 129/2024 de 16 de abril dictada por el Juzgado de lo Contencioso-Administrativo núm. 16 de Barcelona y de conformidad con la circular interpretativa de 12 de marzo de 2014 de la Generalitat de Catalunya (piso 3º-1ª)Número de registroHUTB-000000",Anfitrión: Cristian,"Alojamiento entero: apartamento en Barcelona, España",80 €,Llegada a partir de las 15:00,Salida antes de las 11:00,45 €,"Barcelona, Catalunya, España","4,75",4,4 viajeros,2 dormitorios,2 camas,1 baño,4,
https://www.airbnb.es/rooms/1260094358313659968?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-04&check_out=2024-11-09&source_impression_id=p3_1730223969_P3ynUD6-xt3J0Q4U&previous_page_section_name=1000&federated_search_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,1260094358313659968,"Me encanta viajar, compartir y conocer lugares y personas. Soy muy trabajadora, tengo 3 hijos y a pesar de ser joven ya tengo 2 nietos.",Anfitrión: Diana Maria,"Alojamiento entero: loft en Barcelona, España",73 €,Horario de llegada: de 15:00 a 22:00,Salida antes de las 11:00,28 €,"Barcelona, Catalunya, España",Nuevo,,3 viajeros,1 dormitorio,2 camas,1 baño,3,
https://www.airbnb.es/rooms/22991302?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-01&check_out=2024-12-06&source_impression_id=p3_1730223969_P3ZXTxpiC_MloNCt&previous_page_section_name=1000&federated_search_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,22991302,"Ideal para familias o parejas. Apartamento de un dormitorio con capacidad máxima 4 personas, a minutos de Plaza Cataluña&Born. Ubicación ideal, minutos  de la Sagrada Familia. El apartamento dispone de 1 habitación (cama de matrimonio/o dos camas individuales) + sofá cama doble en salón, cocina y baño. Puedes caminar a los principales lugares turísticos. Museo Picasso, Arco de Triunfo, parque de la Ciutadella. Posibilidad de parking en el edificio y fácil check in con cerradura inteligenteEl espacioApartamento ideal de 1 dormitorio con capacidad para 2-4 personas, en el centro de la ciudad de Barcelona. El estudio tiene una cama doble o 2 individuales mas sofa cama en el comedor, cocina completamente equipado y baño. Está en una zona muy bonita, cerca de Born, puedes caminar a los principales lugares turísticos. El Museo Picasso, Arc de Triomf, el parque de la Ciutadella están muy cerca del apartamento. Camino fácil a la iglesia de La Sagrada Familia o al Port Olímpic (vida nocturna y buenos restaurantes de mariscos).Hay un estacionamiento en el edificio por un precio extra de 20 € / por noche. Dos paradas de metro muy cerca: línea roja L1 Arc de Triomf y línea púrpura L2 Tetuán. Al lado de varias paradas de autobús y la Gran Vía.Número de registroHUTB-001930",Anfitrión: Georgina,"Alojamiento entero: apartamento en Barcelona, España",108 €,Llegada a partir de las 15:00,Salida antes de las 11:00,25 €,"Barcelona, Catalunya, España","4,51",448,4 viajeros,1 dormitorio,3 camas,1 baño,4,
https://www.airbnb.es/rooms/979073?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-01&check_out=2024-12-06&source_impression_id=p3_1730223969_P3UDDz1tuBrEh2Yx&previous_page_section_name=1000&federated_search_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,979073,"- Piso silencioso entre el barrio de Gracia y la Sagrada Familia.- Muy buena opción para familias: muchos supermercados en la zona, tiendas, parques infantiles públicos, mercado de alimentos frescos a pocos pasos...- ¡2 líneas de metro cerca del apartamento!- ¡Registro autónomo! ¡Puedes abrir la puerta con tu teléfono inteligente!- ¡Solo utilizamos electricidad procedente de fuentes de energía renovables!- Velocidad WiFi: ¡300 MB por segundo!- ¡Aire acondicionado!.Nº reg.: HUTB005487El espacioPiso en pleno centro de Barcelona, en el barrio de Gracia, recién reformado. A diez minutos andando de la Sagrada Familia y a 15 minutos andando del Paseo de Gracia, ambos están a 1 km de distancia.El departamento está en el segundo piso y tiene doble vista. En el solar exterior verás un pasillo muy tranquilo y silencioso. Por cierto, una calle tan silenciosa como esta es muy singular en Gracia, ¡pero es así! Y podrás experimentarlo. En el interior disfrutarás del patio privado, muy típico de la arquitectura barcelonesa.La casa fue construida a principios del SXX. Tiene techos de escayola, los dormitorios conservan el suelo con baldosas hidráulicas originales y algunos muebles son de principios de los años 40.Servicios y zonas comunesCapacidad para 4 personas: dos en habitación doble, y dos en otra habitación, más pequeña y con litera (ideal para niños).El apartamento ofrece las siguientes comodidades y servicios:• 2 dormitorios, uno con cama doble y otro  con una litera. Ideal para familias.• Salón con sofá y mesa con sillas para 4 personas.• Un estudio con escritorio y silla.• No hay ascensor• 1 baño con ducha• Una cocina bien equipada (nevera, congelador, cafetera)• TV LED con conexión vía satélite• Internet WI-FI•  Secador de pelo•  Plancha y tabla de planchar• Toallas y ropa de cama incluidas.Otros aspectos destacablesHUTB-005487Número de registroHUTB005487",Anfitrión: Roberto,"Alojamiento entero: apartamento en Barcelona, España",,Llegada a partir de las 15:00,Salida antes de las 12:00,,,"4,6",384,4 viajeros,2 dormitorios,3 camas,1 baño,4,
https://www.airbnb.es/rooms/24343358?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-30&check_out=2024-12-05&source_impression_id=p3_1730223969_P3e8atwVSCwplEe2&previous_page_section_name=1000&federated_search_id=fd8ae661-63da-416e-92bf-d6a2ad4170c6,2024-10-29 21:15:36,24343358,"Si buscas una elegancia eterna en el corazón del casco antiguo de Barcelona, acabas de encontrarla. Esta elegante habitación doble con balcón se encuentra en un edificio modernista de finales del siglo XIX. Estarás muy cerca de muchas de las atracciones más populares de Barcelona, y el vecindario está lleno de bares de moda, restaurantes tradicionales y tiendasEl espacioLa habitación Doble/Twin, totalmente renovada en el Som Nit Triomf, es elegancia sobria en su máxima expresión. Un diseño minimalista con paredes encaladas y muebles de mediados de siglo que cobran vida con los coloridos azulejos del piso y las puertas de madera originales que conducen a un balcón privado que da al exterior. Existen todas las instalaciones que esperarías de un hotel moderno: SmartTV, WiFi gratuito, aire acondicionado/calefacción y caja fuerte en la habitación. El baño incluye una ducha moderna y artículos de aseo gratuitos. Las habitaciones disponen de 1 cama de matrimonio o 2 camas individuales, sujetos a disponibilidad. Las habitaciones disponen de balcón o terraza, sujeto a disponibilidad. Tamaño de las habitaciones 12 m². A la llegada, los huéspedes deben presentar un pasaporte/documento de identidad válido emitido por el gobierno y una tarjeta de crédito/débito o depósito en efectivo, como garantía, para cubrir posibles cargos adicionales. El impuesto municipal (tasa turística) se paga a la llegada. Los huéspedes deben realizar el registro de entrada y recoger la llave en la recepción (4ª planta del mismo edificio donde se encuentran las habitaciones).Número de registroHB-003657",Anfitrión: Som Nit Triomf,"Habitación en hostal en BARCELONA, España",97 €,Horario de llegada: de 15:00 a 23:00,Salida antes de las 11:00,,,"4,49",1202,2 viajeros,1 dormitorio,,1 baño privado,2,
