prices_per_night,ratings,num_reviews,cleaning_fee,dormitorios,camas,baños,maximum_guests,check_in_hour,check_out_hour,total_hours_checkin,aparcamiento e instalaciones,baño,calefacción y refrigeración,características de la ubicación,cocina y comedor,dormitorio y lavandería,entretenimiento,exterior,internet y oficina,para familias,privacidad y seguridad,seguridad en el hogar,servicios,habitacion,alojamiento entero
276.0,0.0,0.0,170.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0
51.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
55.0,4.78,65.0,0.0,1.0,1.0,0.5,2.0,936.0,960.0,8.4,1.0,5.0,2.0,0.0,2.0,6.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0
27.0,0.0,0.0,32.2,1.0,1.0,0.5,1.0,900.0,654.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
105.0,4.94,0.0,30.0,1.0,1.0,1.0,2.0,912.0,720.0,8.8,2.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
97.0,4.78,0.0,70.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.0,3.0,2.0,0.0,7.0,6.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
121.0,0.0,0.0,70.0,1.0,3.0,1.0,4.0,960.0,660.0,8.0,2.0,5.0,2.0,1.0,11.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
50.0,4.5,30.0,20.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
43.0,0.0,0.0,35.0,1.0,3.0,0.5,4.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
120.0,4.37,59.0,150.0,2.0,3.0,2.0,4.0,894.0,660.0,9.1,2.0,5.0,2.0,1.0,13.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
129.0,4.89,0.0,35.0,1.0,2.0,1.0,4.0,900.0,660.0,9.0,0.0,4.0,2.0,0.0,9.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
103.0,4.63,30.0,85.0,1.0,1.0,1.0,2.0,960.0,660.0,8.0,1.0,4.0,2.0,0.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,4.81,392.0,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,3.0,3.0,2.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0
264.0,5.0,0.0,0.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,2.0,5.0,2.0,0.0,13.0,9.0,2.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0
91.0,4.79,24.0,0.0,1.0,1.0,1.0,3.0,960.0,660.0,8.0,1.0,4.0,2.0,0.0,6.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168.0,4.83,0.0,50.0,2.0,3.0,1.0,4.0,906.0,660.0,8.9,2.0,4.0,3.0,0.0,13.0,9.0,2.0,3.0,2.0,1.0,0.0,4.0,3.0,0.0,0.0
52.0,4.91,0.0,15.0,1.0,1.0,0.5,1.0,780.0,600.0,11.0,1.0,5.0,1.0,0.0,9.0,9.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0
102.0,4.96,0.0,85.0,2.0,2.0,1.0,3.0,900.0,660.0,9.0,3.0,5.0,2.0,0.0,13.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
115.0,4.7,40.0,0.0,2.0,2.0,1.0,4.0,960.0,660.0,8.0,1.0,4.0,2.0,0.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,4.6,192.0,5.0,1.0,1.0,1.0,1.0,960.0,720.0,8.0,0.0,4.0,0.0,1.0,4.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31.0,0.0,0.0,45.0,1.0,1.0,0.5,1.0,900.0,720.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
108.0,4.66,41.0,90.0,2.0,2.0,1.0,4.0,900.0,660.0,9.0,1.0,5.0,2.0,0.0,14.0,8.0,1.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0
115.0,4.94,0.0,80.0,1.0,1.0,1.0,2.0,960.0,600.0,8.0,2.0,6.0,2.0,2.0,14.0,9.0,3.0,3.0,1.0,3.0,0.0,5.0,3.0,0.0,0.0
85.0,4.83,376.0,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,3.0,3.0,2.0,0.0,8.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
40.0,4.45,11.0,0.0,1.0,1.0,0.5,2.0,780.0,648.0,11.0,1.0,1.0,0.0,1.0,1.0,11.0,2.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0
120.0,4.66,140.0,0.0,2.0,3.0,1.0,4.0,900.0,600.0,9.0,1.0,3.0,3.0,2.0,10.0,9.0,1.0,1.0,2.0,4.0,0.0,3.0,4.0,0.0,0.0
103.0,4.59,22.0,0.0,1.0,1.0,1.0,3.0,960.0,660.0,8.0,1.0,4.0,2.0,0.0,6.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,5.0,0.0,20.0,1.0,2.0,1.0,4.0,960.0,660.0,8.0,1.0,3.0,3.0,1.0,13.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
111.0,4.89,179.0,0.0,2.0,5.0,1.0,4.0,1020.0,720.0,7.0,2.0,4.0,2.0,1.0,9.0,8.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
124.0,4.91,0.0,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,1.0,2.0,2.0,0.0,13.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
152.0,4.54,175.0,60.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,2.0,7.0,2.0,1.0,14.0,9.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
52.0,0.0,0.0,50.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
85.0,4.97,0.0,0.0,1.0,1.0,1.0,2.0,840.0,660.0,10.0,1.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0
20.0,4.54,63.0,25.0,1.0,1.0,0.5,2.0,960.0,660.0,8.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
40.0,4.8,61.0,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,2.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0
45.0,4.83,213.0,0.0,1.0,1.0,0.0,1.0,960.0,780.0,8.0,2.0,8.0,2.0,0.0,10.0,5.0,0.0,5.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0
122.0,4.33,60.0,150.0,2.0,3.0,2.0,4.0,906.0,660.0,8.9,1.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
137.0,5.0,4.0,150.0,2.0,3.0,2.0,4.0,906.0,660.0,8.9,0.0,0.0,2.0,0.0,14.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27.0,4.13,67.0,40.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,1.0,4.0,1.0,0.0,9.0,7.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0
20.0,4.58,71.0,20.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
65.0,4.61,487.0,20.0,1.0,1.0,1.0,2.0,840.0,720.0,10.0,1.0,3.0,2.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
96.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,4.25,20.0,75.0,2.0,3.0,1.0,5.0,900.0,660.0,9.0,0.0,4.0,2.0,0.0,12.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
169.0,4.76,303.0,100.0,3.0,9.0,4.0,10.0,900.0,660.0,9.0,3.0,3.0,2.0,0.0,9.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0
176.0,4.66,163.0,0.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
115.0,4.6,5.0,60.0,2.0,5.0,1.0,6.0,900.0,600.0,9.0,0.0,5.0,2.0,0.0,14.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,4.95,0.0,0.0,3.0,3.0,1.0,4.0,900.0,660.0,9.0,2.0,4.0,2.0,0.0,15.0,9.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0
38.0,4.8,126.0,7.0,1.0,1.0,1.0,2.0,780.0,600.0,11.0,0.0,5.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
102.0,4.88,0.0,15.0,1.0,1.0,1.0,2.0,840.0,660.0,10.0,1.0,6.0,4.0,1.0,15.0,9.0,3.0,4.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0
36.0,4.25,4.0,0.0,1.0,1.0,0.5,2.0,990.0,738.0,7.5,0.0,4.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
146.0,4.75,250.0,65.0,2.0,3.0,2.0,6.0,900.0,660.0,9.0,1.0,2.0,2.0,0.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
45.0,4.65,60.0,0.0,1.0,1.0,0.5,2.0,888.0,672.0,9.2,1.0,5.0,1.0,0.0,8.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
57.0,5.0,0.0,0.0,1.0,1.0,0.5,2.0,840.0,660.0,10.0,0.0,4.0,3.0,1.0,13.0,9.0,2.0,3.0,2.0,0.0,3.0,0.0,6.0,1.0,0.0
36.0,0.0,2.0,25.0,1.0,1.0,0.5,2.0,840.0,660.0,10.0,1.0,5.0,2.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0
42.0,4.13,8.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
50.0,5.0,0.0,7.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,1.0,7.0,2.0,1.0,13.0,5.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0
113.0,4.0,7.0,45.0,2.0,2.0,1.0,4.0,900.0,720.0,9.0,1.0,4.0,2.0,0.0,11.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
57.0,4.56,36.0,0.0,1.0,1.0,0.0,2.0,960.0,660.0,8.0,0.0,4.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
63.0,4.93,0.0,0.0,1.0,4.0,1.0,2.0,900.0,780.0,9.0,2.0,7.0,3.0,1.0,6.0,7.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0
119.0,4.9,0.0,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,1.0,2.0,2.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
180.0,5.0,0.0,0.0,2.0,3.0,1.0,4.0,960.0,720.0,8.0,2.0,5.0,2.0,0.0,12.0,6.0,3.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0
120.0,4.73,213.0,65.0,3.0,4.0,1.0,6.0,900.0,660.0,9.0,3.0,5.0,2.0,0.0,11.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0
35.0,0.0,0.0,15.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,0.0,6.0,0.0,0.0,8.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
42.0,4.94,0.0,5.0,1.0,1.0,0.5,1.0,768.0,612.0,11.2,1.0,6.0,3.0,0.0,7.0,9.0,1.0,0.0,2.0,0.0,4.0,0.0,3.0,1.0,0.0
119.0,4.91,0.0,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,1.0,2.0,2.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
70.0,4.77,309.0,30.0,3.0,4.0,1.0,5.0,1020.0,720.0,7.0,3.0,6.0,3.0,1.0,16.0,9.0,2.0,5.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
40.0,4.63,147.0,10.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
65.0,4.68,238.0,40.0,1.0,3.0,1.0,4.0,900.0,660.0,9.0,2.0,7.0,2.0,2.0,14.0,8.0,3.0,4.0,2.0,2.0,1.0,4.0,5.0,1.0,0.0
147.0,4.83,0.0,50.0,1.0,1.0,1.0,2.0,960.0,600.0,8.0,2.0,4.0,2.0,0.0,7.0,7.0,1.0,2.0,1.0,3.0,0.0,4.0,3.0,0.0,0.0
52.0,5.0,3.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
100.0,4.89,87.0,130.0,1.0,4.0,1.0,4.0,900.0,600.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
60.0,4.89,0.0,0.0,1.0,1.0,0.5,2.0,816.0,696.0,10.4,0.0,3.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
111.0,4.89,0.0,0.0,2.0,3.0,1.0,5.0,900.0,600.0,9.0,3.0,8.0,2.0,4.0,14.0,8.0,1.0,2.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0
122.0,4.67,636.0,55.0,1.0,2.0,1.0,4.0,900.0,660.0,9.0,1.0,5.0,2.0,1.0,12.0,8.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0
118.0,4.84,248.0,0.0,2.0,3.0,1.0,4.0,840.0,660.0,10.0,2.0,6.0,3.0,0.0,8.0,8.0,1.0,2.0,1.0,3.0,0.0,4.0,3.0,0.0,0.0
74.0,4.44,383.0,49.0,1.0,1.0,1.0,2.0,960.0,660.0,8.0,2.0,5.0,2.0,1.0,11.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
108.0,4.74,783.0,33.0,2.0,3.0,1.0,5.0,780.0,660.0,11.0,4.0,5.0,2.0,0.0,9.0,9.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0
18.0,4.75,4.0,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
110.0,4.85,681.0,33.0,1.0,2.0,1.0,4.0,780.0,660.0,11.0,4.0,4.0,2.0,0.0,9.0,8.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0
23.0,4.54,357.0,0.0,1.0,12.0,0.5,1.0,900.0,660.0,9.0,2.0,1.0,2.0,0.0,8.0,4.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
98.0,5.0,4.0,20.0,1.0,1.0,1.0,2.0,900.0,678.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
103.0,4.81,277.0,0.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,4.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0
90.0,5.0,5.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.0,6.0,2.0,1.0,14.0,8.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
131.0,4.77,634.0,0.0,2.0,3.0,1.0,4.0,840.0,660.0,10.0,1.0,3.0,2.0,0.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0
38.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,918.0,642.0,8.7,0.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
100.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
120.0,4.56,530.0,0.0,2.0,4.0,1.0,4.0,900.0,600.0,9.0,1.0,3.0,3.0,1.0,10.0,9.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0
80.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,840.0,600.0,10.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
60.0,5.0,0.0,0.0,1.0,1.0,0.5,2.0,780.0,720.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
90.0,0.0,0.0,40.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.0,5.0,2.0,1.0,9.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
26.0,4.31,949.0,0.0,1.0,8.5,0.5,1.0,840.0,600.0,10.0,1.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0
77.0,4.64,273.0,30.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,0.0,5.0,4.0,1.0,12.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,4.81,312.0,33.0,1.0,2.0,1.0,4.0,840.0,660.0,10.0,4.0,3.0,2.0,0.0,9.0,6.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0
83.0,4.6,385.0,54.0,2.0,3.0,1.0,4.0,900.0,720.0,9.0,1.0,5.0,2.0,1.0,13.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
90.0,4.57,183.0,30.0,1.8,1.0,1.0,2.0,960.0,720.0,8.0,1.0,3.0,0.0,0.0,6.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,0.0,50.0,2.0,5.0,1.0,6.0,900.0,660.0,9.0,2.0,3.0,3.0,0.0,9.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,4.78,325.0,0.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,3.0,3.0,3.0,0.0,3.0,5.0,1.0,2.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0
119.0,4.93,30.0,0.0,2.0,2.0,2.0,5.0,900.0,600.0,9.0,2.0,6.0,2.0,1.0,13.0,8.0,1.0,4.0,3.0,2.0,0.0,2.0,4.0,0.0,0.0
129.0,4.89,0.0,35.0,1.0,2.0,1.0,4.0,900.0,660.0,9.0,0.0,4.0,2.0,0.0,9.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
40.0,4.8,61.0,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,2.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0
110.0,4.74,162.0,75.0,2.0,3.0,2.0,5.0,900.0,660.0,9.0,1.0,2.0,3.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
110.0,4.65,554.0,30.0,1.0,1.0,1.0,2.0,960.0,720.0,8.0,1.0,3.0,2.0,0.0,7.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
88.0,4.73,153.0,90.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.0,4.0,2.0,0.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,4.65,245.0,50.0,2.0,2.0,1.0,3.0,960.0,720.0,8.0,2.0,2.0,2.0,0.0,8.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
125.0,4.56,162.0,0.0,2.0,4.0,1.0,4.0,900.0,600.0,9.0,1.0,3.0,3.0,0.0,12.0,9.0,1.0,3.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0
116.0,4.78,207.0,0.0,2.0,3.0,1.0,3.0,900.0,600.0,9.0,1.0,3.0,3.0,1.0,10.0,8.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0
110.0,4.54,296.0,55.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,1.0,2.0,1.0,0.0,9.0,5.0,1.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0
135.0,4.85,0.0,60.0,2.0,3.0,1.0,4.0,840.0,660.0,10.0,2.0,3.0,3.0,1.0,8.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
102.0,4.52,377.0,30.0,3.0,3.0,1.0,4.0,660.0,660.0,13.0,1.0,6.0,2.0,0.0,13.0,9.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
75.0,5.0,3.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,7.0,2.0,1.0,13.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
110.0,4.92,0.0,0.0,2.0,3.0,1.0,4.0,840.0,600.0,10.0,2.0,2.0,2.0,0.0,8.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
19.0,4.75,4.0,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
115.0,5.0,0.0,50.0,2.0,3.0,1.0,4.0,960.0,720.0,8.0,1.0,4.0,3.0,1.0,13.0,9.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0
45.0,4.93,0.0,10.0,1.0,1.0,0.5,1.0,780.0,600.0,11.0,1.0,5.0,2.0,0.0,10.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0
113.0,4.53,208.0,0.0,1.0,1.9,1.0,2.0,960.0,660.0,8.0,1.0,3.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
140.0,4.92,0.0,0.0,3.0,4.0,2.0,5.0,960.0,720.0,8.0,0.0,4.0,2.0,0.0,9.0,4.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,0.0,0.0
94.0,0.0,0.0,50.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.0,5.0,1.0,1.0,10.0,7.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
27.0,0.0,0.0,35.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23.0,4.33,9.0,5.0,3.0,2.0,0.5,2.0,720.0,600.0,12.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
125.0,4.57,320.0,75.0,2.0,3.0,1.0,6.0,942.0,720.0,8.3,3.0,3.0,3.0,2.0,18.0,9.0,2.0,4.0,3.0,6.0,0.0,1.0,5.0,0.0,0.0
74.0,4.5,208.0,0.0,1.0,2.0,1.0,2.0,900.0,660.0,9.0,2.0,6.0,2.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0
80.0,4.92,65.0,20.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,6.0,2.0,1.0,4.0,5.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
78.0,4.44,181.0,28.0,1.0,2.0,1.0,3.0,720.0,642.0,12.0,1.0,5.0,2.0,0.0,9.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
139.0,4.9,0.0,75.0,3.0,3.0,1.0,3.0,840.0,660.0,10.0,1.0,6.0,4.0,3.0,17.0,10.0,3.0,4.0,2.0,4.0,0.0,1.0,4.0,0.0,0.0
30.0,4.83,6.0,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
160.0,4.87,0.0,60.0,4.0,7.0,2.0,11.0,960.0,660.0,8.0,5.0,8.0,3.0,1.0,15.0,10.0,4.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0
120.0,4.83,0.0,140.0,3.0,4.0,3.0,7.0,900.0,660.0,9.0,1.0,5.0,2.0,0.0,14.0,6.0,2.0,5.0,2.0,6.0,0.0,2.0,3.0,0.0,0.0
146.0,4.96,0.0,45.0,2.0,4.0,1.0,5.0,900.0,660.0,9.0,1.0,6.0,3.0,2.0,17.0,10.0,3.0,1.0,3.0,7.0,0.0,1.0,4.0,0.0,0.0
50.0,4.75,71.0,0.0,1.0,1.0,0.5,2.0,900.0,720.0,9.0,1.0,3.0,2.0,0.0,11.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0
100.0,4.54,206.0,50.0,1.0,2.0,1.0,3.0,912.0,678.0,8.8,1.0,6.0,2.0,0.0,5.0,9.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
150.0,4.71,198.0,50.0,1.0,3.0,1.0,4.0,960.0,660.0,8.0,1.0,3.0,4.0,2.0,13.0,9.0,1.0,3.0,1.0,3.0,0.0,1.0,5.0,0.0,0.0
96.0,4.72,85.0,80.0,1.0,2.0,1.0,2.0,906.0,654.0,8.9,0.0,5.0,3.0,0.0,13.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
