prices_per_night,ratings,num_reviews,cleaning_fee,dormitorios,camas,baños,maximum_guests,check_in_hour,check_out_hour,total_hours_checkin,aparcamiento e instalaciones,baño,calefacción y refrigeración,características de la ubicación,cocina y comedor,dormitorio y lavandería,entretenimiento,exterior,internet y oficina,para familias,privacidad y seguridad,seguridad en el hogar,servicios,habitacion,alojamiento entero
132.0,4.69,147.0,70.0,2.0,2.0,1.0,5.0,900.0,660.0,9.0,0.0,3.0,2.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
80.0,4.78,595.0,60.0,1.0,2.0,1.0,3.0,840.0,720.0,10.0,1.0,2.0,2.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
91.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,840.0,600.0,10.0,0.0,5.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
188.0,4.85,1036.0,0.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,1.0,1.0,2.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
53.0,3.33,6.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
121.0,4.74,89.0,0.0,1.0,1.0,1.0,3.0,900.0,660.0,9.0,1.0,1.0,2.0,0.0,7.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
99.0,4.77,314.0,35.0,1.0,2.0,1.0,2.0,888.0,642.0,9.2,1.0,4.0,2.0,0.0,7.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
207.0,4.87,0.0,0.0,2.0,4.0,2.0,6.0,900.0,660.0,9.0,2.0,4.0,2.0,0.0,14.0,10.0,1.0,0.0,2.0,3.0,0.0,4.0,3.0,0.0,0.0
85.0,4.81,392.0,48.0,1.0,4.0,1.0,4.0,900.0,660.0,9.0,3.0,3.0,2.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0
62.0,4.58,26.0,0.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
113.0,4.77,97.0,0.0,3.0,5.0,2.0,6.0,846.0,660.0,9.9,2.0,4.0,2.0,2.0,10.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
184.0,4.82,595.0,0.0,2.0,4.0,1.0,6.0,900.0,660.0,9.0,2.0,5.0,2.0,0.0,15.0,11.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0
180.0,4.92,0.0,120.0,2.0,3.0,2.0,6.0,960.0,660.0,8.0,1.0,7.0,2.0,1.0,9.0,9.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0
112.0,4.75,751.0,20.0,1.0,3.0,1.0,5.0,828.0,654.0,10.2,2.0,2.0,2.0,0.0,5.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
117.0,4.65,314.0,40.0,2.0,4.0,1.0,5.0,780.0,660.0,11.0,3.0,7.0,2.0,2.0,13.0,9.0,2.0,2.0,3.0,4.0,0.0,2.0,4.0,0.0,0.0
54.0,4.7,106.0,50.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.0,3.0,2.0,0.0,10.0,8.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0
52.0,4.87,0.0,0.0,1.0,1.0,0.5,1.0,900.0,720.0,9.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
180.0,4.89,0.0,70.0,3.0,3.0,2.0,7.0,900.0,600.0,9.0,1.0,3.0,2.0,1.0,9.0,7.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0
102.0,4.52,377.0,30.0,3.0,3.0,1.0,4.0,660.0,660.0,13.0,1.0,6.0,2.0,0.0,13.0,9.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
102.0,4.72,174.0,80.0,1.0,2.0,1.0,2.0,900.0,600.0,9.0,1.0,4.0,2.0,2.0,13.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
32.0,4.44,97.0,0.0,1.0,1.0,0.5,1.0,1080.0,600.0,6.0,0.0,4.0,1.0,0.0,10.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0
52.0,4.81,57.0,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
100.0,4.87,0.0,40.0,1.0,1.0,1.0,2.0,870.0,720.0,9.5,2.0,7.0,1.0,1.0,14.0,8.0,3.0,5.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0
90.0,4.29,7.0,75.0,1.0,1.0,1.0,3.0,900.0,660.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,4.33,24.0,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
150.0,4.71,198.0,50.0,1.0,3.0,1.0,4.0,960.0,660.0,8.0,1.0,3.0,4.0,2.0,13.0,9.0,1.0,3.0,1.0,3.0,0.0,1.0,5.0,0.0,0.0
201.0,4.9,0.0,0.0,2.0,3.0,2.0,4.0,960.0,660.0,8.0,2.0,4.0,2.0,0.0,15.0,7.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0
119.0,4.94,0.0,95.0,3.0,2.3,2.0,5.0,900.0,660.0,9.0,1.0,4.0,2.0,0.0,13.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
110.0,4.78,0.0,100.0,3.0,4.0,1.0,5.0,900.0,660.0,9.0,2.0,7.0,2.0,0.0,15.0,7.0,1.0,2.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0
33.0,4.62,29.0,15.0,1.0,1.0,1.0,2.0,900.0,600.0,9.0,0.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
165.0,4.95,0.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,2.0,5.0,2.0,0.0,9.0,9.0,1.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0
30.0,4.83,6.0,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,9.0,1.0,1.3,0.5,1.0,840.0,600.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
100.0,4.82,433.0,60.0,1.0,1.0,1.0,4.0,840.0,660.0,10.0,1.0,3.0,2.0,0.0,12.0,9.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0
105.0,4.51,200.0,70.0,3.0,3.0,1.0,4.0,900.0,660.0,9.0,2.0,3.0,2.0,0.0,8.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
92.0,4.6,436.0,60.0,2.0,4.0,1.0,4.0,840.0,600.0,10.0,2.0,3.0,3.0,1.0,13.0,8.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
86.0,4.69,221.0,70.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,2.0,2.0,2.0,0.0,6.0,6.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
143.0,4.75,93.0,0.0,3.0,3.0,1.0,5.0,900.0,660.0,9.0,2.0,4.0,3.0,1.0,11.0,8.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0
140.0,4.93,0.0,40.0,2.0,2.0,1.0,2.0,840.0,660.0,10.0,2.0,5.0,4.0,1.0,12.0,10.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0
150.0,4.91,0.0,75.0,2.0,3.0,2.0,5.0,960.0,600.0,8.0,1.0,4.0,2.0,1.0,9.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
106.0,4.62,81.0,60.0,2.0,3.0,1.0,4.0,960.0,660.0,8.0,1.0,2.0,2.0,0.0,9.0,5.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0
175.0,4.84,0.0,90.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,3.0,2.0,2.0,0.0,10.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
130.0,4.86,0.0,40.0,1.0,2.0,1.0,2.0,960.0,600.0,8.0,2.0,6.0,4.0,1.0,13.0,9.0,4.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
108.0,4.74,783.0,33.0,2.0,3.0,1.0,5.0,780.0,660.0,11.0,4.0,5.0,2.0,0.0,9.0,9.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0
125.0,4.85,48.0,60.0,3.0,5.0,3.0,6.0,960.0,660.0,8.0,1.0,3.0,2.0,1.0,10.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
40.0,4.43,14.0,0.0,1.0,1.0,0.5,1.0,720.0,600.0,12.0,0.0,3.0,1.0,0.0,11.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
112.0,4.71,143.0,60.0,2.0,2.0,1.0,5.0,960.0,660.0,8.0,2.0,3.0,2.0,0.0,11.0,7.0,1.0,1.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0
40.0,4.63,147.0,10.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
50.0,5.0,0.0,0.0,1.0,1.0,0.5,1.0,720.0,600.0,12.0,0.0,3.0,2.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
75.0,4.53,380.0,8.0,1.0,1.0,1.0,2.0,840.0,660.0,10.0,1.0,3.0,3.0,0.0,8.0,9.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,0.0
131.0,4.76,75.0,0.0,2.0,4.0,1.0,4.0,840.0,660.0,10.0,2.0,4.0,2.0,0.0,9.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
33.0,5.0,4.0,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
164.0,4.91,0.0,70.0,3.0,5.0,2.0,6.0,900.0,660.0,9.0,0.0,5.0,2.0,0.0,14.0,8.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
120.0,4.48,27.0,30.0,1.0,2.0,1.0,3.0,960.0,660.0,8.0,1.0,3.0,1.0,0.0,10.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
136.0,4.95,0.0,70.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,1.0,7.0,2.0,0.0,12.0,8.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
125.0,4.96,0.0,45.0,1.0,1.0,1.0,2.0,840.0,660.0,10.0,2.0,3.0,2.0,0.0,9.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0
113.0,5.0,0.0,0.0,2.0,3.0,1.0,4.0,840.0,660.0,10.0,2.0,5.0,2.0,0.0,13.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,4.71,350.0,70.0,3.0,4.0,1.0,5.0,960.0,600.0,8.0,3.0,2.0,2.0,1.0,12.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
149.0,0.0,2.0,65.0,1.0,1.0,1.0,2.0,960.0,660.0,8.0,0.0,4.0,2.0,0.0,12.0,6.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0
60.0,5.0,4.0,0.0,1.0,2.0,1.0,1.0,840.0,720.0,10.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
167.0,4.95,0.0,95.0,3.0,5.0,1.0,8.0,900.0,660.0,9.0,2.0,4.0,2.0,1.0,15.0,8.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0
66.0,4.71,291.0,0.0,1.0,2.0,1.0,2.0,840.0,660.0,10.0,2.0,6.0,2.0,1.0,1.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0
102.0,4.82,11.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.0,4.0,2.0,0.0,10.0,5.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0
101.0,4.55,697.0,0.0,1.0,3.0,1.0,3.0,840.0,660.0,10.0,2.0,2.0,2.0,0.0,6.0,5.0,1.0,3.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0
76.0,4.61,470.0,50.0,2.0,2.0,1.0,3.0,840.0,600.0,10.0,1.0,3.0,4.0,1.0,12.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
119.0,4.85,0.0,120.0,3.0,4.0,1.0,5.0,972.0,654.0,7.8,1.0,5.0,2.0,0.0,14.0,8.0,2.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0
104.0,4.84,0.0,50.0,2.0,3.0,2.0,4.0,900.0,660.0,9.0,1.0,2.0,2.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
120.0,4.82,0.0,50.0,2.0,3.0,1.0,6.0,900.0,660.0,9.0,1.0,2.0,2.0,0.0,9.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
128.0,4.78,911.0,0.0,1.0,2.0,1.0,2.0,1020.0,720.0,7.0,4.0,5.0,2.0,0.0,9.0,9.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
106.0,4.82,289.0,50.0,1.0,1.0,1.0,2.0,900.0,720.0,9.0,1.0,2.0,2.0,0.0,12.0,8.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0
114.0,4.73,11.0,0.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,2.0,6.0,2.0,0.0,15.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
224.0,4.96,0.0,0.0,3.0,3.0,2.0,5.0,900.0,660.0,9.0,2.0,3.0,2.0,0.0,9.0,7.0,2.0,1.0,1.0,3.0,0.0,4.0,5.0,0.0,0.0
60.0,4.5,28.0,30.0,2.0,2.0,1.0,4.0,900.0,600.0,9.0,1.0,3.0,2.0,0.0,11.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
149.0,5.0,7.0,65.0,1.0,1.0,1.0,2.0,960.0,660.0,8.0,0.0,4.0,2.0,0.0,12.0,6.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0
184.0,5.0,0.0,80.0,2.0,3.0,1.0,4.0,960.0,720.0,8.0,2.0,6.0,2.0,0.0,16.0,10.0,3.0,0.0,2.0,9.0,0.0,1.0,1.0,0.0,0.0
110.0,4.46,147.0,0.0,2.0,2.0,1.0,4.0,900.0,660.0,9.0,2.0,4.0,2.0,0.0,12.0,8.0,1.0,0.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0
106.0,4.53,182.0,0.0,1.0,1.0,1.0,2.0,924.0,660.0,8.6,0.0,4.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
168.0,4.87,76.0,0.0,1.0,3.6,1.0,2.0,960.0,660.0,8.0,2.0,4.0,2.0,0.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0
143.0,4.86,0.0,0.0,2.0,3.0,1.0,4.0,900.0,660.0,9.0,2.0,4.0,2.0,0.0,8.0,7.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0
51.0,4.9,0.0,20.0,1.0,1.0,0.5,2.0,720.0,600.0,12.0,1.0,4.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0
71.0,5.0,0.0,0.0,1.0,1.0,0.5,2.0,900.0,840.0,9.0,0.0,3.0,1.0,1.0,6.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
113.0,0.0,0.0,15.0,2.0,2.0,2.0,4.0,840.0,660.0,10.0,3.0,7.0,2.0,1.0,16.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
91.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,840.0,600.0,10.0,0.0,5.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
24.0,4.25,112.0,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0
34.0,4.54,13.0,0.0,1.0,2.0,1.0,2.0,900.0,660.0,9.0,4.0,6.0,2.0,1.0,13.0,9.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0
57.0,0.0,0.0,20.0,1.0,1.0,0.5,2.0,1020.0,660.0,7.0,1.0,6.0,2.0,0.0,10.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
60.0,0.0,0.0,10.0,1.0,2.0,0.5,2.0,816.0,696.0,10.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0
40.0,4.75,63.0,0.0,1.0,2.0,0.5,2.0,900.0,720.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
18.0,4.75,4.0,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
70.0,4.79,0.0,0.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,3.0,5.0,2.0,0.0,9.0,4.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0
33.0,4.41,1127.0,0.0,1.0,1.0,5.0,1.0,840.0,660.0,10.0,0.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0
25.0,4.66,120.0,10.0,1.0,1.0,0.5,2.0,846.0,624.0,9.9,1.0,5.0,2.0,1.0,8.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
39.0,4.73,11.0,15.0,1.0,1.0,0.5,2.0,1020.0,720.0,7.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
22.0,4.1,214.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
36.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,900.0,540.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31.0,4.46,2782.0,0.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,4.0,4.0,2.0,1.0,11.0,10.0,5.0,3.0,3.0,6.0,0.0,4.0,5.0,1.0,0.0
33.0,4.58,45.0,0.0,1.0,1.0,0.5,1.0,960.0,660.0,8.0,1.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0
41.0,0.0,2.0,50.0,1.0,1.0,1.0,2.0,900.0,696.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,900.0,660.0,9.0,1.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
35.0,0.0,0.0,15.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,0.0,6.0,0.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
23.0,4.33,9.0,5.0,3.0,2.0,0.5,2.0,720.0,600.0,12.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
46.0,0.0,0.0,10.0,1.0,1.0,0.5,2.0,600.0,720.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
42.0,5.0,4.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,1.0,4.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0
51.0,4.72,85.0,20.0,1.0,1.0,0.5,1.0,906.0,660.0,8.9,1.0,4.0,3.0,2.0,12.0,7.0,1.0,0.0,2.0,0.0,4.0,0.0,5.0,1.0,0.0
26.0,4.31,949.0,0.0,1.0,8.5,0.5,1.0,840.0,600.0,10.0,1.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0
95.0,4.66,237.0,35.0,1.0,2.0,1.0,5.0,840.0,600.0,10.0,3.0,9.0,2.0,1.0,17.0,9.0,2.0,2.0,2.0,4.0,0.0,4.0,3.0,0.0,0.0
49.0,4.86,0.0,10.0,1.0,1.0,0.5,1.0,900.0,660.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
39.0,4.75,32.0,17.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,2.0,6.0,2.0,1.0,12.0,9.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0
42.0,4.13,8.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
39.0,4.07,28.0,45.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
37.0,4.13,46.0,40.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,7.0,1.0,2.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0
41.0,4.61,79.0,0.0,1.0,2.0,1.0,3.0,900.0,660.0,9.0,3.0,6.0,2.0,1.0,13.0,9.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0
41.0,3.86,14.0,0.0,1.0,1.0,1.0,2.0,900.0,630.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,4.75,4.0,0.0,1.0,1.0,0.5,1.0,840.0,600.0,10.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
45.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,900.0,660.0,9.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
35.0,0.0,0.0,15.0,1.0,1.0,0.0,2.0,780.0,660.0,11.0,0.0,6.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
61.0,5.0,0.0,0.0,1.0,1.0,0.6,2.0,960.0,720.0,8.0,1.0,5.0,2.0,0.0,15.0,5.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
51.0,0.0,0.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
46.0,0.0,0.0,35.0,1.0,1.0,0.5,1.0,900.0,540.0,9.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
43.0,4.5,4.0,0.0,1.0,1.0,0.5,2.0,900.0,600.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0
101.0,4.83,18.0,25.0,1.0,1.0,1.0,2.0,900.0,660.0,9.0,1.0,3.0,2.0,0.0,13.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,4.63,8.0,60.0,3.0,3.0,2.0,5.0,900.0,660.0,9.0,1.0,6.0,3.0,0.0,13.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,4.57,42.0,30.0,1.0,1.0,0.5,1.0,1020.0,600.0,7.0,1.0,6.0,0.0,0.0,11.0,8.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0
51.0,4.88,32.0,5.0,1.0,1.0,0.7,2.0,840.0,660.0,10.0,1.0,5.0,1.0,0.0,9.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0
62.0,4.75,68.0,40.0,1.0,2.0,0.5,2.0,924.0,720.0,8.6,0.0,6.0,1.0,0.0,4.0,9.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0
57.0,4.92,0.0,0.0,1.0,1.0,0.5,1.0,1020.0,720.0,7.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0
41.0,5.0,0.0,0.0,1.0,2.0,0.5,2.0,900.0,660.0,9.0,4.0,6.0,2.0,1.0,13.0,9.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0
38.0,4.54,191.0,12.0,1.0,1.0,0.5,1.0,840.0,660.0,10.0,3.0,3.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
92.0,4.67,3.0,20.0,2.0,2.0,1.0,3.0,900.0,660.0,9.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,4.62,68.0,17.0,1.0,2.0,1.0,2.0,900.0,660.0,9.0,2.0,6.0,2.0,1.0,11.0,9.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0
35.0,0.0,0.0,15.0,1.0,1.0,0.5,2.0,780.0,660.0,11.0,0.0,6.0,0.0,0.0,8.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
