urls,timestamp,record_id,titles,host_name,property_types,prices_per_night,location,ratings,num_reviews,cleaning_fee,dormitorios,camas,baños,maximum_guests,check_in_hour,check_out_hour,total_hours_checkin,sentiment
https://www.airbnb.es/rooms/1243254147120959358?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2015735133&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1731019479_P32LyOvVL1kztdHQ&previous_page_section_name=1000&federated_search_id=153cc426-5250-4993-b9cb-4861ba19d9ae,2024-11-07 23:54:16,1243254147120959358,Este alojamiento tiene una ubicación estratégica: será muy fácil planear tu visita!el espacioel apartamento está ubicado en el centro de barcelona.. en el corazón del raval ..es un apartamento compartido con dos huéspedes más..servicios y zonas comunesson compartidos con dos huéspedesotros aspectos destacablesel registro de entrada después de las 11:00 p. m. se cobrará 20 € adicionales cuando llegues.número de registroexempt,Valentina Sofia,Habitación,45.0,"Barcelona, Catalunya, España",0.0,0.0,0.0,1.0,1.0,0.5,2.0,15:00,11:00,9.0,Positivo
https://www.airbnb.es/rooms/1239920055875442315?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2016940308&search_mode=regular_search&check_in=2024-11-25&check_out=2024-11-30&source_impression_id=p3_1731019480_P35cUvIPm_hw3iZI&previous_page_section_name=1000&federated_search_id=153cc426-5250-4993-b9cb-4861ba19d9ae,2024-11-07 23:54:16,1239920055875442315,"Estamos alquilando una pequeña habitación privada en poble sec, a poca distancia a pie de: plaza españa, le eixample, plaza cataluña, avenida paralelo, estación de metro, autobús y todo el transporte público.el espacioestamos alquilando una pequeña habitación privada (las llaves de la cerradura de la puerta de tu propia habitación para ti. hay: toallas de uso gratuito, ropa de cama y conexión wifi gratuita). compartiendo el apartamento y las áreas comunes; cocina, baño y tenemos una señora de la limpieza todos los días para las áreas comunes. - el apartamento se comparte con huéspedes de airbnb como tú.servicios y zonas comunescocina y bañootros aspectos destacablesla entrada es después de las 15:00hrs. no hay check-in después de las 24 horas/00 horas - tarifa extra de 20 euros por llegada después de las 20 horas. la salida se realizará antes de las 11:00 a. m. – salida después de la hora establecida sin permiso/sin aurthorized... recargo de 30 horas por cada hora después de las 11: 00 horas. -- necesitamos ver el nombre y el número de identificación o pasaporte de la persona que realiza el check-in. -- para la limpieza, el saneamiento, la higina y los gustos personales: sin aceite para cocinar, sin sal, sin pimienta(no proporciono estos artículos) -- los huéspedes no registrados deben ser aprobación previa....30 € cargo diario adicional por cada huésped no registrado en la reserva ..todas las personas en el apartamento; deben estar en la reserva. - no se admiten bicicletas, scooters -3 planta sin ascensor(sin ascensor)- todos los huéspedes deben ser mayores de 18 años.tarifa de 60 euros con cargo adicional diario por cualquier mascota acompañante en el apartamento. -- esperamos que nos ayudes a limpiar lo que ensucies. esto incluye limpiar y guardar los platos y utensilios de cocina. -todos los daños a la propiedad deben ser reportados a nosotros... --nos se cobrarán 20 € por las sábanas o toallas manchadas. las toallas son para uso solo dentro del apartamento. -- recoger lo que ensucies en zonas comunes es importante. -- tiempo de silencio después de las 22:00h o 22:00h, (no música ni ruidos fuertes)...hacer fiestas durante este tiempo...la reserva la cancelará y tendrás que salir de la habitación o apartamento sin ningún reembolso. -- en caso de perder las llaves ... hay que pagar 70 € -- no se pueden usar fiestas, drogas ni alcohol dentro de las habitaciones ni del apartamento. - está prohibido fumar dentro de la habitación o apartamento..(debes tener que pagar 70 €.. limpieza especial) --el apartamento y las habitaciones están en buen estado...(luces, todos los muebles, electrodomésticos, cerraduras y llaves de las puertas) y cumplen con todos los requisitos de orden y limpieza para una convivencia detallada en los anuncios y especificaciones de la normativa de airbnb. --para garantizar la plena seguridad de las pertenencias de nuestros huéspedes, nos gusta mantener las puertas del apartamento cerradas como medida de precaución. siendo barcelona una de las zonas más seguras de españa, queremos asegurarnos de que la estancia de cada huésped esté libre de problemas, y esto es solo una cosa pequeña y sencilla que podemos hacer para garantizarlo. confirmando la reserva aceptas todas las reglas de la casa (incumplir las reglas, la reserva se cancelará y tienes que salir de la habitación o apartamento sin ningún reembolso)......graciasnúmero de registrohutb-102371",Jesus Maximiliano,Habitación,51.0,"Barcelona, Catalunya, España",0.0,0.0,0.0,1.0,1.0,0.5,2.0,15:00,10:00,9.0,Positivo
https://www.airbnb.es/rooms/1250849148938167139?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1998030857&search_mode=regular_search&check_in=2024-11-18&check_out=2024-11-23&source_impression_id=p3_1731019480_P3OsE-DXKQTmAa_y&previous_page_section_name=1000&federated_search_id=153cc426-5250-4993-b9cb-4861ba19d9ae,2024-11-07 23:54:16,1250849148938167139,"Habitación privada para 2 huéspedes en apartamento compartido, (sus propias llaves de la cerradura de la puerta para usted(toallas y ropa de cama de uso gratuito incluidas y conexión wifi rápida y gratuita) a poca distancia a pie de: 4 minutos a pie de la parada de metro poblec-sec, parques, bares locales e internacionales, restaurantes, todo el transporte público (autobús, metro/tren) barrio con comida orgánica, ropa vintage, tiendas, gente de barrio local y multiculturalel espaciohabitación privada (las llaves de la cerradura de la puerta de tu habitación son las siguientes: toallas de uso gratuito, ropa de cama y conexión wifi gratuita). compartir el apartamento y las zonas comunes; cocina, baño y tenemos una señora de la limpieza todos los días para las zonas comunes.- el apartamento se comparte con huéspedes de airbnb como tú.servicios y zonas comunesbaño y cocinaotros aspectos destacablesllegada entre las 15:00 y las 20 horasno se permite el check-in después de la 1:00 a. m. --20 eurs fee extra fee for late check-in after 20hrs.la salida se realizará antes de las 11:00 a. m. salida después de la hora establecida sin permiso/sin aurthorized... recargo de 30 € por cada hora después de las 11:00 horas. -- necesitamos ver el nombre y el número de identificación o pasaporte de la persona que realiza el check-in. - por motivos de seguridad, no se admiten niños menores de 18 años, toda esta información está en el anuncio de airbnb. -- para la limpieza, el saneamiento, la higina y los gustos personales: sin aceite para cocinar, sin sal, sin pimienta(no proporciono estos artículos)-- los huéspedes no registrados deben ser aprobados previamente...30 días con cargo extra por cada huésped -- esperamos que nos ayudes a limpiar lo que ensucies. esto incluye limpiar y guardar los platos y utensilios de cocina. tarifa de 60 euros con cargo adicional diario por cualquier mascota acompañante en el apartamento. -todos los daños a la propiedad deben ser reportados a nosotros... --nos se cobrarán 20 € por las sábanas o toallas manchadas. las toallas son para uso solo dentro del apartamento. -- recoger lo que ensucies en zonas comunes es importante.--quieto tiempo después de las 11pm o 23:00h, (sin música ni ruidos fuertes)...haciendo fiestas durante este tiempo...la reserva será cancelarla y hay que salir de la habitación o apartamento sin ningún reembolso.--en caso de perder las llaves ... tienes que pagar 120 € - no se pueden utilizar drogas ni alcohol dentro de las habitaciones ni del apartamento. - no se permite fumar dentro de la habitación o apartamento (debes pagar 500 €.. limpieza especial)--el apartamento y las habitaciones están en buen estado...(luces, todos los muebles, electrodomésticos, cerraduras y llaves de las puertas) y cumplen con todos los requisitos de orden y limpieza para una convivencia detallada en los anuncios y especificaciones de la normativa de airbnb. --para garantizar la plena seguridad de las pertenencias de nuestros huéspedes, nos gusta mantener las puertas del apartamento cerradas como medida de precaución. siendo barcelona una de las zonas más seguras de españa, queremos asegurarnos de que la estancia de cada huésped esté libre de problemas, y esto es solo una cosa pequeña y sencilla que podemos hacer para garantizarlo. confirmando la reserva aceptas todas las reglas de la casa (incumplir las reglas, la reserva se cancelará y tienes que salir de la habitación o apartamento sin ningún reembolso)......graciasnúmero de registrohutb-223657",Emmnuel Dario,Habitación,43.0,"Barcelona, Catalunya, España",4.5,4.0,0.0,1.0,,0.5,2.0,15:00,10:00,9.0,Positivo
https://www.airbnb.es/rooms/1236666704904735115?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1731019484_P3MdW5JnmvQ8lRSs&previous_page_section_name=1000&federated_search_id=6ebd2bf1-8102-4192-9e55-ca097a58b17b,2024-11-07 23:54:16,1236666704904735115,Disfruta de la sencillez de este alojamiento tranquilo y céntrico.número de registroexempt,Alain Daniel,Alojamiento entero,92.0,"Barcelona, Catalunya, España",4.67,3.0,20.0,2.0,2.0,1.0,3.0,15:00,11:00,9.0,Positivo
https://www.airbnb.es/rooms/1210295928648344258?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2019555333&search_mode=regular_search&check_in=2024-11-09&check_out=2024-11-14&source_impression_id=p3_1731019484_P3Kz7uGOpw4kGFOd&previous_page_section_name=1000&federated_search_id=6ebd2bf1-8102-4192-9e55-ca097a58b17b,2024-11-07 23:54:16,1210295928648344258,La valoración media aparecerá después de 3 evaluaciones,Vero,Habitación,31.0,"Barcelona, Catalunya, España",0.0,0.0,45.0,1.0,1.0,0.5,1.0,15:00,12:00,9.0,Positivo
https://www.airbnb.es/rooms/1259293393052162749?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2005212154&search_mode=regular_search&check_in=2024-12-01&check_out=2024-12-06&source_impression_id=p3_1731019484_P3Zx6Mn3oQDAezqZ&previous_page_section_name=1000&federated_search_id=6ebd2bf1-8102-4192-9e55-ca097a58b17b,2024-11-07 23:54:16,1259293393052162749,La valoración media aparecerá después de 3 evaluaciones,Ikram,Habitación,48.0,,0.0,2.0,0.0,1.0,1.0,,2.0,,,,Positivo
https://www.airbnb.es/rooms/1261753796980577047?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2007128633&search_mode=regular_search&check_in=2024-11-08&check_out=2024-11-14&source_impression_id=p3_1731019484_P3NKnNHKhQ1oNSmg&previous_page_section_name=1000&federated_search_id=6ebd2bf1-8102-4192-9e55-ca097a58b17b,2024-11-07 23:54:16,1261753796980577047,El piso es un lugar agradable para vivir. la habitacion posee baño privado. nos preocupamos por mantener un ambiente armonioso perfil persona trabajadora y aseada. el ambiente es familiar.el departamento es un lindo lugar para vivir. la sala cuenta con baño privado. nos preocupamos por mantener un entorno armonioso. somos una persona trabajadora y limpia. el ambiente es familiar.número de registroexempt,Lorena,Habitación,38.0,"Barcelona, Catalunya, España",0.0,0.0,30.0,1.0,1.0,1.0,1.0,20:00,8:00,4.0,Positivo
https://www.airbnb.es/rooms/1257766145037388052?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1731019484_P3QBT_lILfv9aBdx&previous_page_section_name=1000&federated_search_id=6ebd2bf1-8102-4192-9e55-ca097a58b17b,2024-11-07 23:54:16,1257766145037388052,"El apartamento sweett de dos dormitorios de gran via te invita a vivir como un verdadero local. recientemente rediseñado por nuestro diseñador de interiores local, este encantador lugar te hará sentir como en casa. la decoración y los accesorios cuidadosamente seleccionados reflejan a la perfección las características únicas de la zona. ubicado en el animado distrito del eixample, te encontrarás en el corazón de la ciudad. a pocos pasos de plaza catalunya.el espacio1er dormitorio (1 cama doble)segundo dormitorio (2 camas individuales)1 baño (ducha/inodoro)ropa de cama y toallas de felpaartículos de aseo de lujococina moderna totalmente equipadamáquina y cápsulas nespressoseguridadten en cuenta que hay obras en curso en el edificio. esto puede causar molestias por ruido y polvo en la zona común.otros aspectos destacablespara garantizar una llegada sin contratiempos, tendrás que completar un breve proceso de llegada en línea antes de tu estancia. es rápido, fácil y nos ayuda a prepararnos para tu visita!número de registrohutb-076285",Sweett,Alojamiento entero,98.0,"Barcelona, Catalunya, España",0.0,0.0,60.0,2.0,3.0,1.0,4.0,16:00,11:00,8.0,Positivo
https://www.airbnb.es/rooms/1261716475243832134?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2007085259&search_mode=regular_search&check_in=2024-11-11&check_out=2024-11-16&source_impression_id=p3_1731019489_P33EBBr8jOSChPXt&previous_page_section_name=1000&federated_search_id=5baf1424-1f21-400d-82fc-9051f1ed8759,2024-11-07 23:54:16,1261716475243832134,"El espacio es acogedor, ideal para aquellos que buscan comodidad y conveniencia. la ubicación es excelente, cerca de transporte público, supermercados y restaurantes. a solo 3 minutos de la estación de aerobús. la habitación tiene acceso wifi, baño compartido y cocina disponible para su uso. si estás buscando alojamiento para pasar unos díasnúmero de registroexempt",Maria,Habitación,57.0,"Barcelona, Catalunya, España",0.0,0.0,20.0,1.0,1.0,0.5,2.0,14:00,10:00,10.0,Positivo
https://www.airbnb.es/rooms/1242680451877593023?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1999572795&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1731019489_P3aaylHgUrTQmwjB&previous_page_section_name=1000&federated_search_id=5baf1424-1f21-400d-82fc-9051f1ed8759,2024-11-07 23:54:16,1242680451877593023,"Bienvenido a nuestro elegante apartamento, perfectamente ubicado en pleno centro de barcelona, cerca de los principales atractivos de la ciudad. amplio y luminoso, este apartamento es ideal para los huéspedes que buscan sumergirse en el ambiente vibrante de la ciudad. a poca distancia a pie de la plaza catalunya, la rambla y el barrio gótico. de nada!número de registroexempt",Reno,Habitación,36.0,"Barcelona, Catalunya, España",0.0,2.0,25.0,1.0,1.0,0.5,2.0,14:00,11:00,10.0,Positivo
https://www.airbnb.es/rooms/1251405079105833124?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1998310392&search_mode=regular_search&check_in=2024-11-18&check_out=2024-11-23&source_impression_id=p3_1731019489_P3wek1lL1Dc1yLaS&previous_page_section_name=1000&federated_search_id=5baf1424-1f21-400d-82fc-9051f1ed8759,2024-11-07 23:54:16,1251405079105833124,"Pequeña habitación privada en apartamento compartido, centro de barcelona cerca de las ramblas.hay: toallas de uso gratuito, ropa de cama y conexión wifi gratuita. zonas comunes compartidas, cocina, baño.tenemos una señora de la limpieza todos los días para las áreas comunes.a poca distancia a pie de: plaza cataluya, las ramblas, mercado la boquería, edificio gaudí y paseig de gracie, arco de thrium, tiendas, restaurantes y centro de la ciudad attrations.el espacioel apartamento es compartido con los huéspedes de airbnb.estamos alquilando una habitación privada (las llaves de la cerradura de la puerta de tu propia habitación para ti. hay: toallas de uso gratuito, ropa de cama y conexión wifi gratuita, zonas comunes compartidas, cocina y baño.y tenemos una señora de la limpieza todos los días para las zonas comunesservicios y zonas comunescocina, bañootros aspectos destacablesentrada después de las 15:00 h/15:00 h a 20h-20 euros de recargo después de las 20 horas de llegada... tarifa de llegada después de la hora de llegada y se pagará a la hora de llegada.- no se permite el check-in después de las 1:30 horas/1:30 a. m.la salida es a las 11am..– salida después de la hora establecida sin permiso/sin aurthorized... 20eursrecargo por cada hora después de las 11: 00 horas.- el huésped registrado debe presentar el pasaporte o la identificación oficial en el momento de la llegada.--todas las personas en el apartamento; deben estar en la reserva. .... los huéspedes no registrados deben ser aprobados previamente....30 eurs de cargo diario extra por cada huésped no registrado en la reserva ..-- esperamos que nos ayudes a limpiar, esto incluye limpiar y dejar los platos y utensilios de cocina.-- para la limpieza, el saneamiento, la higina y los gustos personales: sin aceite para cocinar, sin sal, sin pimienta(no proporciono estos artículos)-- todos los huéspedes de la reserva deben ser mayores de 18 años.-todos los daños a la propiedad deben ser reportados inmediatamente ...--hay un cargo de 20eurs por incidente de sábanas manchadas, toallas, edredones y son únicamente para ser utilizados dentro del apartamento..- hora de silencio después de las 22:00 o 22:00 h en adelante, (sin música ni ruidos fuertes)...no se permiten fiestas ni eventos después de esta hora...la reserva se cancelará y tendrás que salir del apartamento inmediatamente sin ningún reembolso.--si se pierden llaves o tarjetas de entrada... tienes que pagar 70eurs; dependiendo de si se pierden llaves y/o tarjetas-- no se pueden usar drogas ni alcohol dentro de las habitaciones ni del apartamento.--se prohíbe fumar dentro de la habitación o apartamento..(si hay algún olor a tabaco se cobrará un cargo de limpieza especial de 70eurs..)--el apartamento y las habitaciones están en buen estado...(luces, muebles, electrodomésticos, puertas, cerraduras y llaves) y cumplen con todos los requisitos de orden y limpieza para una convivencia detallada en los anuncios y las especificaciones sobre la normativa de airbnb.--para garantizar la plena seguridad de las pertenencias de nuestros huéspedes, nos gusta mantener las puertas del apartamento cerradas como medida de precaución.confirmando la reserva aceptas todas las normas de la casa (si se incumplen estas normas, la reserva se cancelará inmediatamente y tendrás que salir del apartamento sin reembolso)......gracias y bienvenidos de nuevo a nuestro apartamentonúmero de registrohutb-102348",Marcos,Habitación,52.0,"Barcelona, Catalunya, España",5.0,3.0,0.0,1.0,1.0,0.5,2.0,15:00,10:00,9.0,Positivo
https://www.airbnb.es/rooms/1257769885054208712?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1731019493_P3p4a2XwEulRMMLM&previous_page_section_name=1000&federated_search_id=890255c4-9148-4f92-a719-32963c68c67b,2024-11-07 23:54:16,1257769885054208712,"El apartamento sweett de tres dormitorios gran via te invita a vivir como un verdadero local. recientemente rediseñado por nuestro diseñador de interiores local, este encantador lugar te hará sentir como en casa. la decoración y los accesorios cuidadosamente seleccionados reflejan a la perfección las características únicas de la zona. ubicado en el animado distrito del eixample, te encontrarás en el corazón de la ciudad. a pocos pasos de plaza catalunya.el espacio1er dormitorio (1 cama doble)segundo dormitorio (1 cama individual)3er dormitorio (1 cama individual)1er baño (ducha/inodoro)segundo baño (ducha/inodoro)ropa de cama y toallas de felpaartículos de aseo de lujococina moderna totalmente equipadamáquina y cápsulas nespressoseguridadten en cuenta que hay obras en curso en el edificio. esto puede causar molestias por ruido y polvo en la zona común.otros aspectos destacablespara garantizar una llegada sin contratiempos, tendrás que completar un breve proceso de llegada en línea antes de tu estancia. es rápido, fácil y nos ayuda a prepararnos para tu visita!número de registrohutb-076288",Sweett,Alojamiento entero,106.0,"Barcelona, Catalunya, España",0.0,2.0,60.0,3.0,3.0,2.0,4.0,16:00,11:00,8.0,Positivo
https://www.airbnb.es/rooms/1250076660022718536?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1997500786&search_mode=regular_search&check_in=2024-11-18&check_out=2024-11-23&source_impression_id=p3_1731019493_P3VYogNWsYq0QBq9&previous_page_section_name=1000&federated_search_id=890255c4-9148-4f92-a719-32963c68c67b,2024-11-07 23:54:16,1250076660022718536,"Habitación privada en un apartamento compartido con otros huéspedes en airbnb. compartir áreas comunes; cocina, baño. (la cocina está totalmente equipada, pero no hay mesa para comer en los espacios comunes)barcelona center las ramblas, near to: plaza cataluya, la boqueria market, gaudí building y paseig of gracie,, restaurantes, hay transportes públicos. hay: toallas de uso gratuito, ropa de cama y conexión wifi gratuita. tenemos una señora de la limpieza todos los días para las zonas comunesel espacioel apartamento es compartido con los huéspedes de airbnb.estamos alquilando una habitación privada (las llaves de la cerradura de la puerta de tu propia habitación para ti, hay: toallas de uso gratuito, ropa de cama y conexión wifi gratuita, compartiendo zonas comunes; baño y cocina (la cocina está totalmente equipada pero no hay mesa para comer en los espacios comunes) tenemos una señora de la limpieza todos los días para las zonas comunesservicios y zonas comunescocina y baño.(la cocina está totalmente equipada, pero no hay mesa para comer en los espacios comunes)número de registrohutb-102384",Mirna Y Manuel,Habitación,47.0,"Barcelona, Catalunya, España",3.17,6.0,0.0,1.0,1.0,0.5,2.0,15:00,10:00,9.0,Positivo
https://www.airbnb.es/rooms/1027571829045048978?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-23&check_out=2024-11-28&source_impression_id=p3_1731019503_P3df_2Ss4NgznleO&previous_page_section_name=1000&federated_search_id=f437abd0-5886-4710-b366-d2a80f528766,2024-11-07 23:54:16,1027571829045048978,"Habitacion doble con baño privado y balcon, internet, tv con satelitte,aire acondicionado zona escritorio.el espaciohabitacion doble con baño privado..aire acondicionado,calefaccion,tv.internet mesa escritorio.balcon a la calle.servicios y zonas comunesel edificio dispone de cocina comunitaria. comedor comunitario.con cafe. té pastas pan mantequilla gratis. ustensilios de cocina microondas..otros aspectos destacableshay que pagar una tasa turistica de 4.13 por persona y dia se le cobrara a su llegadanúmero de registrohb004485",Hostal House,Habitación,87.0,,4.75,4.0,0.0,1.0,1.0,1.0,2.0,14:00,11:00,10.0,Positivo
https://www.airbnb.es/rooms/1254299121348179957?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2000860585&search_mode=regular_search&check_in=2024-11-25&check_out=2024-11-30&source_impression_id=p3_1731019503_P3HU7jUvmoCe8P0j&previous_page_section_name=1000&federated_search_id=f437abd0-5886-4710-b366-d2a80f528766,2024-11-07 23:54:16,1254299121348179957,"Todo lo que quieres explorar está a un paso. piso con vistas de la ciudad, excelente ubicación, y gran espacio (150 mt), pleno centro de barcelona. de este alojamiento.número de registroexempt",Rubén,Habitación,60.0,"Barcelona, Catalunya, España",0.0,0.0,0.0,1.0,2.0,0.5,2.0,15:00,,9.0,Positivo
https://www.airbnb.es/rooms/1250095973933022993?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1997518703&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1731019503_P3G2fst25elaL4B1&previous_page_section_name=1000&federated_search_id=f437abd0-5886-4710-b366-d2a80f528766,2024-11-07 23:54:16,1250095973933022993,"Centro de barcelona cerca de las ramblas, habitación privada para 2 personas en piso compartido. cerca de: plaza cataluya, las ramblas, mercado la boquería, edificio gaudí y paseig de gracie, arco de thrium, tiendas, restaurantes y centro de la ciudad attrations, todos los transportes públicos. hay: toallas de uso gratuito, ropa de cama y conexión wifi gratuita. compartir áreas comunes; , baño, cocina(está totalmente equipada pero no hay mesa para comer en los espacios comunes) tenemos una señora de la limpieza todos los días para las áreas comunesel espacioel apartamento es compartido con los huéspedes de airbnb.estamos alquilando una habitación privada (las llaves de la cerradura de la puerta de tu propia habitación para ti, hay: toallas de uso gratuito, ropa de cama y conexión wifi gratuita, compartiendo zonas comunes; baño, cocina (está totalmente equipada pero no hay mesa para comer en los espacios comunes) y tenemos una señora de la limpieza todos los días para las zonas comunesservicios y zonas comunesbaño y cocinaotros aspectos destacablesllegada entre las 15:00 y las 20 horasno se permite el check-in después de la 1:00 a. m. --20 eurs fee extra fee for late check-in after 20hrs.la salida se realizará antes de las 11:00 a. m. salida después de la hora establecida sin permiso/sin aurthorized... recargo de 30 € por cada hora después de las 11:00 horas. -- necesitamos ver el nombre y el número de identificación o pasaporte de la persona que realiza el check-in. - por motivos de seguridad, no se admiten niños menores de 18 años, toda esta información está en el anuncio de airbnb. -- para la limpieza, el saneamiento, la higina y los gustos personales: sin aceite para cocinar, sin sal, sin pimienta(no proporciono estos artículos)-- los huéspedes no registrados deben ser aprobados previamente...30 días con cargo extra por cada huésped -- esperamos que nos ayudes a limpiar lo que ensucies. esto incluye limpiar y guardar los platos y utensilios de cocina. tarifa de 60 euros con cargo adicional diario por cualquier mascota acompañante en el apartamento. -todos los daños a la propiedad deben ser reportados a nosotros... --nos se cobrarán 20 € por las sábanas o toallas manchadas. las toallas son para uso solo dentro del apartamento. -- recoger lo que ensucies en zonas comunes es importante.--quieto tiempo después de las 11pm o 23:00h, (sin música ni ruidos fuertes)...haciendo fiestas durante este tiempo...la reserva será cancelarla y hay que salir de la habitación o apartamento sin ningún reembolso.--en caso de perder las llaves ... tienes que pagar 120 € - no se pueden utilizar drogas ni alcohol dentro de las habitaciones ni del apartamento. - no se permite fumar dentro de la habitación o apartamento (debes pagar 500 €.. limpieza especial)--el apartamento y las habitaciones están en buen estado...(luces, todos los muebles, electrodomésticos, cerraduras y llaves de las puertas) y cumplen con todos los requisitos de orden y limpieza para una convivencia detallada en los anuncios y especificaciones de la normativa de airbnb. --para garantizar la plena seguridad de las pertenencias de nuestros huéspedes, nos gusta mantener las puertas del apartamento cerradas como medida de precaución. siendo barcelona una de las zonas más seguras de españa, queremos asegurarnos de que la estancia de cada huésped esté libre de problemas, y esto es solo una cosa pequeña y sencilla que podemos hacer para garantizarlo. confirmando la reserva aceptas todas las reglas de la casa (incumplir las reglas, la reserva se cancelará y tienes que salir de la habitación o apartamento sin ningún reembolso)......graciasnúmero de registrohutb-102346",Marcos,Habitación,33.0,"Barcelona, Catalunya, España",5.0,4.0,0.0,1.0,1.0,0.5,2.0,15:00,11:00,9.0,Positivo
https://www.airbnb.es/rooms/1070041815274078378?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-08&check_out=2024-11-13&source_impression_id=p3_1731019503_P3CfdHZJWcIcIima&previous_page_section_name=1000&federated_search_id=f437abd0-5886-4710-b366-d2a80f528766,2024-11-07 23:54:16,1070041815274078378,Este alojamiento único tiene mucho espacio para que disfrutes con los tuyos.lujoso apartamento con vistas a todo barcelona delante de la fira barcelona. ideal para ejecutivos que asistan a la feria ise 24 y mwc 24 porque esta justo delante.el espaciodispone de 1 habitación con cama de matrimonio king size. se puede dividir en dos individuales.hay un salón comedor con sofá cama doble.posibilidad de poner una cama individual al lado del sofá camaa petición del cliente se puede agregar otra cama individual al lado del sofá cama.hay un balcón muy grande con excelentes vistas.dispone de un baño completo.apartamento nuevo y moderno justo delante del mwc 24. ideal para este evento.capacidad máxima para 5 personas.servicios y zonas comuneses un edificio moderno con la fachada de ambos lados toda de cristal. la obertura de la puerta del edificio es electrónica. hay cámaras de video vigilancia en todo el edificio y 3 ascensores y un montacargas para acceder al apartamento.disponibilidad de parking en el mismo edificio bajo petición y por 20 euros/ noche. a escasos metros servicio banco con atm y varios restaurante de comida.servicio diurno de conserjería.número de registroexempt,Guido,Alojamiento entero,113.0,,4.8,5.0,40.0,1.0,3.0,1.0,5.0,15:00,10:00,9.0,Positivo
